Fecha;FORMATO;PH;ES;MG;SAL
02/02/2015;3 KG;5,52;57,2;32,06;1,36
02/02/2015;3 KG;5,37;57,02;31,89;1,75
02/02/2015;3 KG;5,44;57,74;32,45;1,34
02/02/2015;3 KG;5,49;57,81;32,71;1,25
02/02/2015;3 KG;5,5;58,28;32,92;0,93
02/02/2015;3 KG;5,53;57,97;31,68;1,11
02/02/2015;3 KG;5,51;58,55;32,95;1,44
03/02/2015;BARRA 4.2 KG;5,41;57,92;32,73;1,14
03/02/2015;BARRA 4.2 KG;5,52;59,27;33,06;1,19
03/02/2015;BARRA 4.2 KG;5,39;58,64;32,52;1,17
03/02/2015;BARRA 4.2 KG;5,42;56,73;31,02;1,04
03/02/2015;BARRA 4.2 KG;5,37;58,54;32,86;1,2
03/02/2015;BARRA 4.2 KG;5,42;57,22;31,27;0,91
04/02/2015;500 G;5,54;56;28,81;1,08
04/02/2015;BARRA 3 KG;5,83;57,6;30,81;1,96
04/02/2015;BARRA 3 KG;5,5;56,54;30,06;1,18
04/02/2015;BARRA 3 KG;5,45;57,66;31,39;1,41
04/02/2015;500 G;5,42;56,8;30,48;0,64
04/02/2015;BARRA 3 KG;5,42;57,4;31,35;1,47
04/02/2015;BARRA 3 KG;5,41;57,83;31,91;1,14
04/02/2015;BARRA 3 KG;5,55;56,86;31,42;1,5
04/02/2015;BARRA 3 KG;5,52;57,9;31,77;1,8
04/02/2015;500 G;5,47;58,32;30,99;0,61
04/02/2015;500 G;5,44;58,93;30,78;1,52
04/02/2015;BARRA 3 KG;5,58;56,53;31,3;1,57
04/02/2015;BARRA 3 KG;5,66;56,79;31,31;1,71
04/02/2015;BARRA 3 KG;5,8;56,96;31,52;1,64
04/02/2015;BARRA 3 KG;5,38;58,26;31,86;1,2
05/02/2015;BARRA 3 KG;5,49;58,01;32,02;1,59
05/02/2015;BARRA 3 KG;5,5;57,15;31,69;1,83
05/02/2015;BARRA 3 KG;5,49;57,02;30,72;1,51
05/02/2015;BARRA 3 KG;5,54;56,86;31,42;1,43
05/02/2015;BARRA 3 KG;5,56;56,86;30,44;1,39
05/02/2015;BARRA 3 KG;5,55;57,68;31,9;1,28
05/02/2015;BARRA 3 KG;5,62;58,78;32,42;1,64
05/02/2015;BARRA 3 KG;5,48;57,9;32,04;1,8
06/02/2015;BARRA 4.2 KG;5,51;56,93;30,36;1,64
06/02/2015;BARRA 4.2 KG;5,41;57,09;31,01;1,6
06/02/2015;BARRA 4.2 KG;5,48;57,71;31,45;1,44
06/02/2015;BARRA 4.2 KG;5,44;56,89;30,4;1,62
06/02/2015;BARRA 4.2 KG;5,5;58,66;31,55;1,23
06/02/2015;BARRA 4.2 KG;5,45;57,66;31,26;1,39
09/02/2015;BARRA 3 KG;5,48;56,77;31,08;1,62
09/02/2015;3 KG;5,41;57,59;31,69;1,67
09/02/2015;3 KG;5,45;57,09;31,65;1,79
09/02/2015;3 KG;5,42;57,45;31,95;1,8
09/02/2015;BARRA 3 KG;5,44;57,5;31,67;1,25
09/02/2015;BARRA 3 KG;5,53;57,85;31,49;1,52
09/02/2015;3 KG;5,44;58;32,63;1,41
09/02/2015;3 KG;5,45;56,66;31,6;1,56
09/02/2015;3 KG;5,44;56,79;31,5;1,82
09/02/2015;BARRA 3 KG;5,41;57,99;31,71;1,27
09/02/2015;3 KG;5,48;57,1;31,49;1,67
09/02/2015;BARRA 3 KG;5,42;57,76;31,91;1,41
09/02/2015;BARRA 3 KG;5,56;55,97;30,34;1,47
09/02/2015;3 KG;5,49;56,94;31,8;1,78
09/02/2015;BARRA 3 KG;5,46;57,36;32;1,32
09/02/2015;BARRA 3 KG;5,47;56,46;31,39;1,48
09/02/2015;BARRA 3 KG;5,47;57,98;31,95;1,45
10/02/2015;BARRA 4.2 KG;5,48;58,86;31,87;0,89
10/02/2015;BARRA 4.2 KG;5,43;58,44;31,44;0,84
11/02/2015;500 G;5,6;58,17;31,77;1,01
11/02/2015;500 G;5,69;57,5;31,49;0,87
11/02/2015;500 G;5,56;58,73;32,47;1,3
12/02/2015;BARRA 3 KG;5,47;57,25;31,03;1,26
12/02/2015;BARRA 3 KG;5,46;58,51;31,96;1,23
12/02/2015;BARRA 3 KG;5,59;56,75;30,78;1,33
12/02/2015;1 KG;5,52;57,32;31,54;1,51
12/02/2015;BARRA 3 KG;5,53;56,37;30,41;1,56
12/02/2015;BARRA 3 KG;5,47;58,17;31,35;1,14
12/02/2015;BARRA 3 KG;5,51;57,01;30,79;1,44
12/02/2015;BARRA 3 KG;5,6;56,74;30,73;1,28
12/02/2015;BARRA 3 KG;5,5;57,14;31,56;1,48
12/02/2015;1 KG;5,35;57,27;30,82;1,45
13/02/2015;BARRA 4.2 KG;5,41;58,15;31,95;0,88
13/02/2015;BARRA 4.2 KG;5,45;57,16;31,39;1,32
13/02/2015;BARRA 4.2 KG;5,4;57,19;31,33;0,79
13/02/2015;BARRA 4.2 KG;5,47;57,81;31,77;1,15
13/02/2015;BARRA 4.2 KG;5,39;57,29;31,79;1,46
16/02/2015;3 KG;5,42;57,03;30,17;1,38
16/02/2015;3 KG;5,44;57,02;30,96;1,51
16/02/2015;BARRA 3 KG;5,52;58,4;32,13;1,62
16/02/2015;BARRA 3 KG;5,44;56,89;31,07;1,24
16/02/2015;BARRA 3 KG;5,39;58,14;32,06;1,2
16/02/2015;BARRA 3 KG;5,56;57,12;31,27;1,23
16/02/2015;3 KG;5,39;56,45;30,38;1,5
16/02/2015;BARRA 3 KG;5,47;57,56;31,53;1,06
16/02/2015;3 KG;5,28;57,05;29,8;0,69
16/02/2015;3 KG;5,46;56,79;31,55;1,36
16/02/2015;3 KG;5,42;57,34;30,89;1,3
16/02/2015;3 KG;5,41;57,35;31,23;1,69
16/02/2015;BARRA 3 KG;5,47;57,27;31,3;1,22
16/02/2015;3 KG;5,45;56,49;30,84;1,3
16/02/2015;3 KG;5,47;57,65;31,51;1,27
16/02/2015;BARRA 3 KG;5,45;58,73;32,31;1,06
16/02/2015;3 KG;5,41;57,59;30,67;1,28
16/02/2015;BARRA 3 KG;5,39;58,05;32,26;1,3
16/02/2015;3 KG;5,5;56,96;31,14;1,46
16/02/2015;3 KG;5,33;56,12;30,19;1,37
16/02/2015;BARRA 3 KG;5,52;57,41;31,9;1,24
17/02/2015;3 KG;5,36;57,51;31,72;1,15
17/02/2015;3 KG;5,46;57,33;31,8;1,22
17/02/2015;BARRA 4.2 KG;5,42;57,25;30,7;0,94
18/02/2015;BARRA 3 KG;5,5;57,67;31,08;1,16
18/02/2015;BARRA 3 KG;5,42;57,4;30,38;1,43
18/02/2015;BARRA 3 KG;5,26;57,67;31,13;1,06
18/02/2015;BARRA 3 KG;5,48;57,53;30,82;1,58
18/02/2015;BARRA 3 KG;5,47;59,09;32,25;1,11
18/02/2015;BARRA 3 KG;5,42;57,79;31,41;1,48
18/02/2015;BARRA 3 KG;5,59;58,09;31,85;1,28
18/02/2015;BARRA 3 KG;5,39;58,2;31,77;1,17
20/02/2015;BARRA 4.2 KG;5,38;56,25;30,06;1,18
20/02/2015;BARRA 4.2 KG;5,52;57,1;31,39;1,45
20/02/2015;BARRA 4.2 KG;5,34;57,21;31,1;1,32
23/02/2015;3 KG;5,51;57,39;32,01;1,37
23/02/2015;BARRA 3 KG;5,49;57,65;31,6;1,06
23/02/2015;BARRA 3 KG;5,51;56,92;31,09;1,54
23/02/2015;BARRA 3 KG;5,55;57,04;31,2;1,62
23/02/2015;BARRA 3 KG;5,46;57,99;31,79;1,44
23/02/2015;3 KG;5,37;57,23;31,62;1,43
23/02/2015;BARRA 3 KG;5,46;58,18;32,35;1,19
23/02/2015;3 KG;5,54;58,1;31,9;1,21
23/02/2015;BARRA 3 KG;5,47;58,03;31,71;1,13
23/02/2015;BARRA 3 KG;5,51;58,12;31,64;1,14
23/02/2015;3 KG;5,5;58,07;31,32;1,32
23/02/2015;3 KG;5,4;56,49;31,45;1,5
23/02/2015;BARRA 3 KG;5,43;57,67;31,86;1,17
23/02/2015;3 KG;5,54;57,41;31,88;1,21
23/02/2015;3 KG;5,36;57,25;31,83;1,36
23/02/2015;BARRA 3 KG;5,45;58,34;31,99;0,97
23/02/2015;BARRA 3 KG;5,47;58,64;32,28;1,25
23/02/2015;3 KG;5,48;57,17;31,13;1,44
24/02/2015;BARRA 4.2 KG;5,42;57,67;30,6;0,7
24/02/2015;BARRA 4.2 KG;5,45;57,63;30,79;0,75
25/02/2015;500 G;5,61;56,98;30,86;1,11
25/02/2015;BARRA 3 KG;5,53;57,09;31;1,52
25/02/2015;BARRA 3 KG;5,41;58,08;31,42;0,95
25/02/2015;BARRA 3 KG;5,48;57,37;30,63;1,03
25/02/2015;BARRA 3 KG;5,41;58,03;31,65;1,39
25/02/2015;BARRA 3 KG;5,5;57,02;30,9;0,93
25/02/2015;BARRA 3 KG;5,49;58,29;31,69;1,1
25/02/2015;BARRA 3 KG;5,42;57,01;30,98;1,48
25/02/2015;BARRA 3 KG;5,36;56,78;30,34;1,14
25/02/2015;500 G;5,77;56,15;30,42;0,82
25/02/2015;BARRA 3 KG;5,5;57,36;30,89;1,42
27/02/2015;BARRA 4.2 KG;5,5;58,67;31,58;1,23
27/02/2015;BARRA 4.2 KG;5,46;57,84;31,45;1,39
27/02/2015;BARRA 4.2 KG;5,42;57,87;31,5;1,02
02/03/2015;3 KG;5,38;57,27;31,01;1,49
02/03/2015;BARRA 3 KG;5,55;57,97;31,81;1,3
02/03/2015;3 KG;5,26;58,01;31,81;1,25
02/03/2015;3 KG;5,42;57,97;31,41;1
02/03/2015;3 KG;5,38;57,41;31,32;1,35
02/03/2015;BARRA 3 KG;5,5;58,31;31,42;1,4
02/03/2015;3 KG;5,39;57,18;31,05;1,69
02/03/2015;BARRA 3 KG;5,63;55,92;30,75;1,59
02/03/2015;BARRA 3 KG;5,53;57,6;31,32;1,14
02/03/2015;3 KG;5,41;58,11;31,61;1,37
02/03/2015;BARRA 3 KG;5,71;56,94;30,75;1,13
02/03/2015;BARRA 3 KG;5,53;57,81;31,86;1,72
02/03/2015;3 KG;5,48;57,37;31,21;1,34
02/03/2015;BARRA 3 KG;5,66;57,75;31,59;1
02/03/2015;BARRA 3 KG;5,48;57,04;31,24;1,36
02/03/2015;BARRA 3 KG;5,73;58,18;31,87;1,09
02/03/2015;3 KG;5,46;57,67;31,36;1,56
02/03/2015;3 KG;5,44;57,22;31,05;1,24
03/03/2015;BARRA 4.2 KG;5,55;57,22;30,66;0,88
03/03/2015;1 KG;5,46;57,72;30,13;1,2
03/03/2015;1 KG;5,46;59,05;31,35;1,13
03/03/2015;1 KG;5,53;56,61;29,79;1,59
03/03/2015;BARRA 4.2 KG;5,55;56,06;29,71;0,99
03/03/2015;BARRA 4.2 KG;5,62;56,38;30,02;0,83
03/03/2015;BARRA 4.2 KG;5,53;57,54;30,1;0,79
04/03/2015;500 G;5,55;57,99;30,36;0,96
04/03/2015;500 G;5,49;56,18;29,42;1,05
05/03/2015;BARRA 3 KG;5,31;56,68;30,67;1,18
05/03/2015;BARRA 3 KG;5,51;57,61;30,55;1,21
05/03/2015;BARRA 3 KG;5,4;56,51;30,59;1,62
05/03/2015;BARRA 3 KG;5,42;56,47;30,17;1,18
05/03/2015;BARRA 3 KG;5,37;57,96;30,84;1,08
05/03/2015;BARRA 3 KG;5,42;56,86;30,14;1,2
05/03/2015;BARRA 3 KG;5,37;57,02;30,32;1,3
05/03/2015;BARRA 3 KG;5,51;57,68;31,34;1,28
05/03/2015;BARRA 3 KG;5,44;56,71;30,18;1,24
06/03/2015;BARRA 4.2 KG;5,46;57,29;30,46;1,23
06/03/2015;BARRA 4.2 KG;5,45;58,38;31;1,21
06/03/2015;BARRA 4.2 KG;5,47;59,81;32,41;1,19
09/03/2015;3 KG;5,51;56,93;30,04;1,4
09/03/2015;3 KG;5,59;57,24;31,25;1,29
09/03/2015;1 KG;5,38;58,8;31,81;1,14
09/03/2015;BARRA 3 KG;5,51;58,27;31,64;1,17
09/03/2015;BARRA 3 KG;5,32;58,33;31,98;1,39
09/03/2015;BARRA 3 KG;5,56;57,69;31,27;1,1
09/03/2015;BARRA 3 KG;5,56;57,09;30,99;1,26
09/03/2015;1 KG;5,32;58,55;31,61;1,04
09/03/2015;BARRA 3 KG;5,46;58,48;32;1,22
09/03/2015;BARRA 3 KG;5,48;58,36;31,72;1,29
09/03/2015;BARRA 3 KG;5,44;57,47;31,72;1,41
09/03/2015;3 KG;5,55;57,62;31,22;1,43
09/03/2015;BARRA 3 KG;5,5;58,56;31,95;1,24
09/03/2015;BARRA 3 KG;5,52;58,61;31,68;1,33
09/03/2015;3 KG;5,32;56,69;30,48;0,91
10/03/2015;BARRA 4.2 KG;5,45;58,34;31,45;0,91
10/03/2015;BARRA 4.2 KG;5,4;57,26;30,78;0,81
10/03/2015;BARRA 4.2 KG;5,25;57,62;29,61;0,92
10/03/2015;BARRA 4.2 KG;5,41;58,31;31,82;1,03
10/03/2015;BARRA 4.2 KG;5,52;57,68;30,83;1,08
10/03/2015;BARRA 4.2 KG;5,44;58,41;31,16;0,96
10/03/2015;BARRA 4.2 KG;5,52;58,41;31,42;1,15
11/03/2015;3 KG;5,39;58,15;31,23;1,31
11/03/2015;3 KG;5,53;57,49;31,03;1,36
11/03/2015;3 KG;5,44;57,9;31,24;1,38
12/03/2015;BARRA 3 KG;5,55;56,69;29,88;1,3
12/03/2015;BARRA 3 KG;5,5;57;30,28;1,47
12/03/2015;BARRA 3 KG;5,63;57,54;30,2;1,21
12/03/2015;BARRA 3 KG;5,58;57,37;30,99;1,2
12/03/2015;BARRA 3 KG;5,52;57,02;30,62;1,21
12/03/2015;BARRA 3 KG;5,57;57,14;30,13;1,24
12/03/2015;500 G;5,6;57,18;29,54;0,83
12/03/2015;BARRA 3 KG;5,55;57,19;31,18;1,46
12/03/2015;BARRA 3 KG;5,69;56,9;30,43;1,2
12/03/2015;BARRA 3 KG;5,53;57,37;30,76;1,21
12/03/2015;BARRA 3 KG;5,61;56,44;30,16;1,42
12/03/2015;BARRA 3 KG;5,54;57,09;30,8;1,2
12/03/2015;500 G;5,47;58,5;29,87;1
12/03/2015;BARRA 3 KG;5,6;56,28;29,72;1,48
12/03/2015;500 G;5,51;57,65;29,05;0,85
12/03/2015;BARRA 3 KG;5,51;58,12;31,37;1,35
12/03/2015;BARRA 3 KG;5,63;56,38;29,96;1,23
12/03/2015;BARRA 3 KG;5,56;57,87;31,03;1,21
12/03/2015;BARRA 3 KG;5,46;58,53;31,36;1,2
13/03/2015;BARRA 4.2 KG;5,49;58,59;30,9;1,18
13/03/2015;BARRA 4.2 KG;5,44;57,75;30,55;1,46
13/03/2015;BARRA 4.2 KG;5,49;57,93;30,63;1,22
16/03/2015;BARRA 3 KG;5,56;58,48;31,32;1,03
16/03/2015;BARRA 3 KG;5,56;56,08;30,44;1,03
16/03/2015;BARRA 3 KG;5,59;57,97;31,06;1,26
16/03/2015;BARRA 3 KG;5,5;58,85;31,54;0,95
16/03/2015;BARRA 3 KG;5,48;56,83;31,16;1,92
16/03/2015;BARRA 3 KG;5,58;57,66;31,54;1,49
16/03/2015;BARRA 3 KG;5,54;57,62;31,24;1,23
16/03/2015;BARRA 3 KG;5,55;57,1;30,68;1,27
16/03/2015;BARRA 3 KG;5,58;56,57;31,06;1,01
16/03/2015;BARRA 3 KG;5,53;57,89;30,99;1,25
16/03/2015;BARRA 3 KG;5,59;58,87;31,9;1,18
16/03/2015;BARRA 3 KG;5,58;56,93;31,03;1,6
16/03/2015;BARRA 3 KG;5,59;57,52;31,08;1,18
16/03/2015;BARRA 3 KG;5,59;57,85;31,17;1,24
16/03/2015;BARRA 3 KG;5,63;56,59;30,23;1,13
16/03/2015;BARRA 3 KG;5,87;56,07;29,79;1,58
16/03/2015;BARRA 3 KG;5,54;56,7;30,52;1,79
16/03/2015;BARRA 3 KG;5,57;57,66;31,68;1,37
17/03/2015;BARRA 4.2 KG;5,48;57,66;31,6;0,93
17/03/2015;BARRA 4.2 KG;5,53;57,66;30,9;1,11
17/03/2015;3 KG;5,5;57,1;31,07;1,51
17/03/2015;BARRA 4.2 KG;5,57;58,41;31,7;1,11
17/03/2015;3 KG;5,45;57,73;31,37;1,36
17/03/2015;3 KG;5,42;57,22;31,12;1,51
17/03/2015;BARRA 4.2 KG;5,46;57,55;30,68;0,63
17/03/2015;3 KG;5,44;57,57;31,33;1,43
17/03/2015;3 KG;5,5;57,36;30,31;1,77
17/03/2015;3 KG;5,54;57,4;30,22;1
17/03/2015;BARRA 4.2 KG;5,47;57,65;31,19;0,86
17/03/2015;3 KG;5,48;57,2;30,74;1,45
17/03/2015;BARRA 4.2 KG;5,39;57,01;30,92;1,61
17/03/2015;BARRA 4.2 KG;5,46;56,55;30,19;0,79
17/03/2015;BARRA 4.2 KG;5,5;58,82;32,21;1,41
17/03/2015;BARRA 4.2 KG;5,52;57,35;30,84;1,47
19/03/2015;500 G;5,62;57,67;30,99;0,8
19/03/2015;BARRA 3 KG;5,67;57,68;31,92;1,62
19/03/2015;BARRA 3 KG;5,57;57,42;31,41;1,21
19/03/2015;500 G;5,4;59,72;31,42;0,89
19/03/2015;BARRA 3 KG;5,7;56,18;30,88;1,22
19/03/2015;BARRA 3 KG;5,5;57,8;31,76;1,31
19/03/2015;BARRA 3 KG;5,58;58,4;32,15;1,1
19/03/2015;BARRA 3 KG;5,62;56,82;30,84;1,36
19/03/2015;500 G;5,71;57,18;30,8;0,7
19/03/2015;BARRA 3 KG;5,48;57,38;30,98;1,21
20/03/2015;BARRA 4.2 KG;6,28;55,85;29,42;1,5
20/03/2015;BARRA 4.2 KG;5,43;58,89;31,83;1,28
20/03/2015;BARRA 4.2 KG;5,4;59,21;31,89;1,13
23/03/2015;3 KG;5,45;58,28;31,85;1,15
23/03/2015;BARRA 3 KG;5,58;57,86;31,44;1,27
23/03/2015;3 KG;5,44;58,53;31,94;1,27
23/03/2015;BARRA 3 KG;5,59;57,52;31,7;1,02
23/03/2015;3 KG;NA;58,72;32,38;1,32
23/03/2015;BARRA 3 KG;5,6;59,44;32,92;1,39
23/03/2015;3 KG;NA;58,13;32,08;1,25
23/03/2015;3 KG;5,38;58,44;31,76;1,37
23/03/2015;3 KG;5,4;58,64;32,17;1,34
23/03/2015;3 KG;5,42;57,75;31,1;1,25
23/03/2015;3 KG;5,42;57,13;30,76;1,49
23/03/2015;3 KG;5,43;58,09;31,49;1,01
23/03/2015;3 KG;5,46;57,97;31,49;1,27
23/03/2015;BARRA 3 KG;5,49;58,8;31,85;0,98
23/03/2015;3 KG;5,45;57,65;31,12;1,54
23/03/2015;BARRA 3 KG;5,38;58,97;32,64;1,23
23/03/2015;3 KG;5,48;56,99;30,47;1,18
23/03/2015;BARRA 3 KG;5,34;57,81;31,17;1,23
24/03/2015;BARRA 4.2 KG;5,53;58,1;31,38;1
24/03/2015;BARRA 4.2 KG;5;56,68;30,09;0,85
24/03/2015;BARRA 4.2 KG;5,47;57,35;30,14;0,79
24/03/2015;BARRA 4.2 KG;5,42;56,7;29,73;0,76
24/03/2015;BARRA 4.2 KG;5,4;56,82;30,49;1,37
24/03/2015;BARRA 4.2 KG;5,44;57,63;30,81;1,04
24/03/2015;BARRA 4.2 KG;5,5;57,1;30,68;1,37
25/03/2015;BARRA 3 KG;5,73;57,49;31,49;1,93
25/03/2015;500 G;5,51;56,6;29,59;1,54
25/03/2015;BARRA 3 KG;5,64;57,65;31,29;1,25
25/03/2015;500 G;5,64;57,2;30,46;0,76
25/03/2015;BARRA 3 KG;5,56;56,28;29,85;1,43
25/03/2015;BARRA 3 KG;5,54;58,38;31,96;1,18
25/03/2015;BARRA 3 KG;5,55;58,01;31,18;1,25
25/03/2015;BARRA 3 KG;5,52;57,23;30,87;1,27
25/03/2015;BARRA 3 KG;5,56;57,47;30,87;1,18
25/03/2015;BARRA 3 KG;5,6;57,12;30,84;1,25
25/03/2015;BARRA 3 KG;5,59;57,14;30,93;1,24
25/03/2015;BARRA 3 KG;5,51;57,24;30,6;1,04
25/03/2015;BARRA 3 KG;5,53;57,54;31,01;1,13
25/03/2015;500 G;5,55;58,32;30,94;0,83
25/03/2015;BARRA 3 KG;5,56;58,54;31,98;1,02
25/03/2015;BARRA 3 KG;5,43;57,14;30,7;1,71
25/03/2015;BARRA 3 KG;5,49;57,3;30,78;1,1
26/03/2015;1 KG;5,39;57,89;30,43;1,36
26/03/2015;1 KG;5,56;58,38;31,14;1,39
27/03/2015;3 KG;5,44;58,09;31,53;1,16
27/03/2015;BARRA 4.2 KG;5,45;57,29;31,37;0,87
27/03/2015;BARRA 4.2 KG;5,31;59,21;32,13;0,9
27/03/2015;3 KG;5,4;58,72;32,26;1,08
27/03/2015;3 KG;5,41;59,08;32,3;1,16
27/03/2015;BARRA 4.2 KG;5,36;58,29;31,78;0,64
27/03/2015;3 KG;5,46;59,07;32,68;1,03
27/03/2015;BARRA 4.2 KG;5,34;59,61;32,8;0,84
27/03/2015;3 KG;5,36;58,47;32,18;1,1
27/03/2015;3 KG;5,44;58,82;32,34;1,1
30/03/2015;BARRA 3 KG;5,56;57,43;31,16;0,92
30/03/2015;BARRA 3 KG;5,55;57,94;31,69;1,08
30/03/2015;BARRA 3 KG;5,47;57,49;31,77;1,37
30/03/2015;BARRA 3 KG;5,5;57,88;31,46;1,32
30/03/2015;BARRA 3 KG;5,51;57,98;31,49;1,12
30/03/2015;BARRA 3 KG;5,53;58,32;31,66;1,16
30/03/2015;BARRA 3 KG;5,48;56,94;31,27;1,47
30/03/2015;BARRA 3 KG;5,47;57,3;31,26;1,37
30/03/2015;BARRA 3 KG;5,39;59,03;32,09;1,12
31/03/2015;BARRA 3 KG;5,54;58,7;32,8;1,06
31/03/2015;BARRA 3 KG;5,52;57,32;31,26;1,18
31/03/2015;BARRA 3 KG;5,54;56,81;30,9;1,53
31/03/2015;BARRA 3 KG;5,62;57,24;31,54;1,19
31/03/2015;BARRA 3 KG;5,55;57,23;31,65;1,24
31/03/2015;BARRA 3 KG;5,53;56,39;30,58;1,32
31/03/2015;BARRA 3 KG;5,55;56,91;30,84;1,56
31/03/2015;BARRA 3 KG;5,53;56,44;31,22;1,49
31/03/2015;BARRA 3 KG;5,55;56,92;30,98;1,36
01/04/2015;500 G;5,42;57,94;31,79;0,66
01/04/2015;500 G;5,53;57,65;32,11;1,04
01/04/2015;500 G;5,42;57,58;31,31;0,75
01/04/2015;500 G;5,52;57,33;31,23;1
01/04/2015;500 G;5,58;58,04;31,68;1,06
03/04/2015;BARRA 4.2 KG;5,37;58,4;31,71;1,21
03/04/2015;BARRA 4.2 KG;5,43;58,76;31,77;0,9
03/04/2015;BARRA 4.2 KG;5,37;58,92;32,04;0,95
06/04/2015;3 KG;5,32;57,5;30,99;1,27
06/04/2015;3 KG;5,41;58,41;31,68;1,3
06/04/2015;3 KG;5,39;59,2;32,59;1
06/04/2015;3 KG;5,26;58,16;31,75;1,2
06/04/2015;3 KG;5,45;58,1;32,05;1,09
06/04/2015;3 KG;5,39;57,15;30,96;1,25
06/04/2015;BARRA 4.2 KG;5,36;56,71;31,13;1,2
06/04/2015;3 KG;5,38;57,77;31,53;1,31
06/04/2015;3 KG;5,4;58,66;31,71;0,98
06/04/2015;BARRA 4.2 KG;5,39;57,17;30,78;0,92
06/04/2015;3 KG;5,39;57,73;30,58;1,54
06/04/2015;BARRA 4.2 KG;5,32;57,31;30,28;1
06/04/2015;3 KG;5,48;58,23;31,92;1,27
06/04/2015;3 KG;5,45;57,78;32,22;1,35
06/04/2015;BARRA 4.2 KG;5,3;56,88;30,76;0,96
06/04/2015;3 KG;5,42;56,98;31,11;1,34
06/04/2015;BARRA 4.2 KG;5,36;56,21;30,23;1,01
06/04/2015;3 KG;5,37;58,9;32,15;1,03
06/04/2015;BARRA 4.2 KG;5,34;57,95;30,61;1,44
06/04/2015;3 KG;5,38;58,12;31,48;1,2
07/04/2015;BARRA 3 KG;5,44;57,36;31,09;1,28
07/04/2015;BARRA 3 KG;5,51;58,32;31,75;1,08
07/04/2015;BARRA 3 KG;5,42;58,14;31,35;1,02
07/04/2015;BARRA 3 KG;5,45;57,03;31,12;1,24
07/04/2015;BARRA 3 KG;5,42;56,68;30,99;1,6
07/04/2015;BARRA 3 KG;5,49;57,61;31,54;1,27
07/04/2015;BARRA 3 KG;5,47;57,66;31,71;1,24
07/04/2015;BARRA 3 KG;5,51;58,19;31,24;1,35
07/04/2015;BARRA 3 KG;5,43;58,02;31,77;1,11
07/04/2015;BARRA 3 KG;5,49;57,31;31,39;0,91
07/04/2015;BARRA 3 KG;5,51;57,99;31,68;1,03
07/04/2015;BARRA 3 KG;5,48;56,44;30,47;1,25
07/04/2015;BARRA 3 KG;5,45;56,9;31,36;1,61
08/04/2015;500 G;5,54;58,03;31,47;0,72
08/04/2015;500 G;5,58;56,94;30,28;0,54
08/04/2015;500 G;5,43;59,3;31,8;0,97
08/04/2015;500 G;5,69;59,25;31,91;1,26
08/04/2015;500 G;5,68;56,99;30,25;1,4
10/04/2015;BARRA 4.2 KG;5,4;59,02;32,48;1,34
10/04/2015;BARRA 4.2 KG;5,33;57,72;31,29;1,2
10/04/2015;BARRA 4.2 KG;5,43;57,91;31,54;1,2
13/04/2015;3 KG;5,45;58,86;32;1,16
13/04/2015;3 KG;5,36;56,45;31,45;1,22
13/04/2015;3 KG;5,4;57,68;31,23;1,27
13/04/2015;BARRA 4.2 KG;5,5;58,99;31,84;0,63
13/04/2015;3 KG;5,41;57,17;31,15;1,31
13/04/2015;BARRA 4.2 KG;5,35;57,38;31,47;0,79
13/04/2015;3 KG;5,36;57,57;32,13;1,19
13/04/2015;3 KG;5,5;58,29;32,26;1,35
13/04/2015;3 KG;5,41;58,24;31,93;1,65
13/04/2015;3 KG;5,5;57,7;31,67;1,39
13/04/2015;BARRA 4.2 KG;5,51;59,04;32,21;1,04
13/04/2015;3 KG;5,45;57,72;31,71;1,3
13/04/2015;3 KG;5,46;57,75;31,95;1,29
13/04/2015;3 KG;5,39;58,45;32,16;1,48
13/04/2015;BARRA 4.2 KG;5,43;57,72;31,59;1,31
13/04/2015;3 KG;5,48;57,92;32,29;1,33
13/04/2015;3 KG;5,45;58,43;32,59;1,09
13/04/2015;BARRA 4.2 KG;5,42;57,65;31,04;0,84
13/04/2015;3 KG;5,52;58,83;32,48;1,07
13/04/2015;3 KG;5,4;57,72;31,21;1,22
13/04/2015;BARRA 4.2 KG;5,42;58,42;31,62;0,58
13/04/2015;BARRA 4.2 KG;5,38;57,88;31,76;1,27
