Fecha;FORMATO;PH;ES;MG;SAL
08/12/2015;BARRA 3 KG;5,61;59,07;32,18;1,07
09/12/2015;1 KG;5,5;54,91;29,32;2,16
09/12/2015;1 KG;5,49;55,1;29,91;1,85
11/12/2015;BARRA 4.2 KG;5,23;58,34;32,45;1,98
11/12/2015;BARRA 4.2 KG;5,25;57,11;31,55;2,26
11/12/2015;BARRA 4.2 KG;5,46;56,95;30,71;1,63
14/12/2015;3 KG;5,42;58,27;32;1,45
14/12/2015;3 KG;5,28;56,59;30,6;1,82
14/12/2015;3 KG;5,43;57,23;31,41;1,65
14/12/2015;3 KG;5,5;57,98;31,65;1,62
14/12/2015;3 KG;5,53;56,82;31,16;1,65
18/12/2015;BARRA 4.2 KG;5,31;57,04;30,98;1,2
18/12/2015;BARRA 4.2 KG;5,37;58,02;31,6;1,09
21/12/2015;3 KG;5,36;58;32,48;1,38
21/12/2015;3 KG;5,45;58;32,34;1,55
21/12/2015;3 KG;5,48;57,47;31,97;1,39
21/12/2015;3 KG;5,43;58,64;32,42;1,3
21/12/2015;3 KG;5,45;58,35;32,92;1,31
21/12/2015;3 KG;5,5;56,65;31,08;1,85
21/12/2015;1 KG;5,64;56,94;31,41;1,74
21/12/2015;1 KG;5,59;57,6;31,54;1,58
21/12/2015;1 KG;5,57;57,45;31,97;1,8
22/12/2015;BARRA 3 KG;5,42;58,98;32,64;1,39
22/12/2015;BARRA 3 KG;5,36;56,5;31,01;1,83
22/12/2015;BARRA 3 KG;5,42;57,66;31,53;1,66
22/12/2015;BARRA 3 KG;5,46;57,56;31,5;1,74
22/12/2015;BARRA 3 KG;5,44;57,5;31,74;1,69
22/12/2015;BARRA 3 KG;5,4;58,73;32,47;1,39
22/12/2015;BARRA 3 KG;5,41;57,09;31,15;1,82
22/12/2015;BARRA 3 KG;5,43;58,07;31,72;1,41
22/12/2015;BARRA 3 KG;5,44;58,07;32,15;1,44
22/12/2015;BARRA 3 KG;5,49;57,8;31,92;1,43
22/12/2015;BARRA 3 KG;5,37;57,63;31,91;1,8
22/12/2015;BARRA 3 KG;5,64;57,65;32,19;1
22/12/2015;BARRA 3 KG;5,45;57,64;31,74;1,61
24/12/2015;500 G;5,81;56,96;31,04;1,53
24/12/2015;500 G;5,82;55,76;29,92;1,57
26/12/2015;3 KG;5,56;56,32;31,1;0,97
26/12/2015;3 KG;5,52;56,22;31,11;1,54
26/12/2015;3 KG;5,58;56,38;31,89;1,93
26/12/2015;BARRA 4.2 KG;5,5;57,09;32,57;1,72
26/12/2015;BARRA 4.2 KG;5,53;57,31;32,1;1,72
26/12/2015;3 KG;5,55;55,97;31,19;1,66
26/12/2015;3 KG;5,56;55,53;30,82;1,86
26/12/2015;3 KG;5,58;56,25;31;1,97
29/12/2015;BARRA 3 KG;5,63;57,96;32,36;1,68
29/12/2015;BARRA 3 KG;5,58;57,62;32,07;1,49
29/12/2015;BARRA 3 KG;5,59;58,39;32,99;1,41
29/12/2015;BARRA 3 KG;5,62;57,06;31,32;1,28
29/12/2015;BARRA 3 KG;5,67;58,25;32,01;1,22
29/12/2015;BARRA 3 KG;5,54;57,98;31,62;1,06
29/12/2015;BARRA 3 KG;5,48;57,09;30,87;1,01
29/12/2015;BARRA 3 KG;5,7;58,79;32,42;1,7
29/12/2015;BARRA 3 KG;5,61;57,91;32;1,59
29/12/2015;BARRA 3 KG;5,48;59,43;32,6;1,08
29/12/2015;BARRA 3 KG;5,69;57,33;31,64;1,52
29/12/2015;BARRA 3 KG;5,56;57,44;31,56;1,2
29/12/2015;BARRA 3 KG;5,4;58,37;31,59;1,24
29/12/2015;BARRA 3 KG;5,52;57,67;31,54;0,98
29/12/2015;BARRA 3 KG;5,45;57,79;31,42;1,27
29/12/2015;BARRA 3 KG;5,56;57,97;32,11;1,29
30/12/2015;500 G;5,59;58,06;31,75;1,56
02/01/2016;BARRA 4.2 KG;5,44;56,73;30,56;1,96
02/01/2016;BARRA 4.2 KG;5,38;57,89;31,98;1,69
02/01/2016;BARRA 4.2 KG;5,39;57,74;31,37;1,72
04/01/2016;3 KG;5,47;58,28;32,76;1,49
04/01/2016;3 KG;5,49;57,66;32,06;1,86
04/01/2016;1 KG;5,51;57,3;31,9;1,69
04/01/2016;3 KG;5,44;56,58;31,37;1,66
04/01/2016;BARRA 3 KG;5,49;57,56;31,44;1,39
04/01/2016;BARRA 3 KG;5,43;57,86;31,52;1,3
04/01/2016;BARRA 3 KG;5,38;58,73;32,37;1,3
04/01/2016;3 KG;5,5;57,99;31,85;1,08
04/01/2016;BARRA 3 KG;5,51;57,97;31,74;1,43
04/01/2016;1 KG;5,53;56,4;30,84;1,85
04/01/2016;BARRA 3 KG;5,44;57,21;31,31;1,56
04/01/2016;BARRA 3 KG;5,47;57,55;32,5;1,56
04/01/2016;3 KG;5,45;57,24;31,51;1,49
04/01/2016;BARRA 3 KG;5,47;56,12;30,88;1,89
04/01/2016;BARRA 3 KG;5,56;57,04;30,89;1,49
04/01/2016;3 KG;5,53;57,22;31,52;1,65
04/01/2016;3 KG;5,47;57,78;32,28;1,6
04/01/2016;BARRA 3 KG;5,42;56,24;31,21;1,82
05/01/2016;BARRA 3 KG;5,52;57,82;31,4;1,07
05/01/2016;BARRA 3 KG;5,63;57,9;31,42;1,11
05/01/2016;BARRA 3 KG;5,5;56,32;29,59;1,16
05/01/2016;BARRA 3 KG;5,48;58,32;31,57;1,05
05/01/2016;BARRA 3 KG;5,51;58,07;31,61;1,25
05/01/2016;BARRA 3 KG;5,49;57,96;30,97;1,06
07/01/2016;500 G;5,57;56,47;30,28;1,41
07/01/2016;500 G;5,6;57,9;30,92;1,11
08/01/2016;BARRA 4.2 KG;5,43;56,21;30,6;1,83
08/01/2016;BARRA 4.2 KG;5,35;57,27;31,24;1,6
08/01/2016;BARRA 4.2 KG;5,4;56,97;31,38;1,37
08/01/2016;BARRA 4.2 KG;5,45;58,22;31,45;1,37
11/01/2016;1 KG;5,6;56,45;30,19;1,44
11/01/2016;3 KG;5,47;56,59;30,93;1,57
11/01/2016;3 KG;5,43;57,73;31,64;1,43
11/01/2016;3 KG;5,41;58,01;32,05;1,31
11/01/2016;1 KG;5,54;55,45;29,5;1,68
11/01/2016;1 KG;5,49;58,23;31,09;1,11
11/01/2016;3 KG;5,41;57,29;31,54;1,85
11/01/2016;3 KG;5,38;57,7;31,62;1,82
11/01/2016;1 KG;5,54;57,14;30,83;1,44
11/01/2016;3 KG;5,4;57,46;31,45;1,54
12/01/2016;BARRA 3 KG;5,36;57,12;31,41;1,63
12/01/2016;BARRA 3 KG;5,35;57,01;31,28;1,47
12/01/2016;BARRA 3 KG;5,32;56,72;30,89;1,65
12/01/2016;BARRA 3 KG;5,36;56,97;31,37;1,32
12/01/2016;BARRA 4.2 KG;5,35;59,31;32,56;1,35
12/01/2016;BARRA 3 KG;5,39;58,19;32,47;1,04
12/01/2016;BARRA 3 KG;5,4;55,43;30,43;2,14
12/01/2016;BARRA 3 KG;5,34;57,72;31,66;1,47
12/01/2016;BARRA 3 KG;5,48;56,29;31,03;1,73
13/01/2016;BARRA 3 KG;5,48;56,51;31,32;1,61
13/01/2016;BARRA 3 KG;5,44;59,12;33,73;1,47
13/01/2016;BARRA 3 KG;5,46;57,33;32,29;1,1
13/01/2016;BARRA 3 KG;5,45;58,47;33,28;1,63
13/01/2016;500 G;5,47;58,2;32,33;0,98
13/01/2016;BARRA 3 KG;5,5;57,14;31,92;1,3
15/01/2016;BARRA 4.2 KG;5,39;57,39;31,28;1,06
15/01/2016;BARRA 4.2 KG;5,31;58,04;31,49;1,06
18/01/2016;3 KG;5,47;58,44;31,98;1,41
18/01/2016;3 KG;5,47;58,15;31,31;1,25
18/01/2016;1 KG;5,49;57,93;30,06;1,32
18/01/2016;BARRA 3 KG;5,44;57,89;30,97;1,23
18/01/2016;3 KG;5,42;58,1;31,88;1,33
18/01/2016;BARRA 3 KG;5,42;57,29;31,03;1,22
18/01/2016;BARRA 3 KG;5,37;57,28;31,11;1,08
18/01/2016;BARRA 3 KG;5,57;57,9;31,34;1,27
18/01/2016;BARRA 3 KG;5,47;58,83;31,79;1,16
18/01/2016;3 KG;5,31;57,34;30,49;1,54
18/01/2016;1 KG;5,53;56,17;29,55;1,42
18/01/2016;3 KG;5,39;57,66;31,8;1,13
18/01/2016;BARRA 3 KG;5,47;58,78;32,17;1,27
18/01/2016;BARRA 3 KG;5,51;57,95;31,2;1,14
19/01/2016;BARRA 4.2 KG;5,39;57,92;32,49;1,64
19/01/2016;BARRA 4.2 KG;5,54;57,52;32,32;1,48
20/01/2016;BARRA 3 KG;5,51;57,83;33,15;2
20/01/2016;BARRA 3 KG;5,42;58,24;32,97;1,2
20/01/2016;500 G;5,54;56,55;31,1;1,73
20/01/2016;BARRA 3 KG;5,4;58,11;32,26;1,17
25/01/2016;BARRA 3 KG;5,52;56,94;30,53;1,46
25/01/2016;3 KG;5,53;57,6;31,71;1,39
25/01/2016;BARRA 3 KG;5,5;57,91;31,2;1,12
25/01/2016;BARRA 3 KG;5,54;58,23;32,08;1,37
25/01/2016;BARRA 3 KG;5,47;57,7;31,97;1,29
25/01/2016;BARRA 3 KG;5,47;57,85;31,03;1,2
25/01/2016;BARRA 3 KG;5,49;57,11;31,65;1,34
25/01/2016;3 KG;5,43;57,15;31,16;1,46
25/01/2016;3 KG;5,46;57,62;31,42;1,15
25/01/2016;BARRA 3 KG;5,52;59,23;32,38;1,05
25/01/2016;3 KG;5,48;57,48;31,55;1,33
25/01/2016;3 KG;5,45;57,49;31,65;1,61
25/01/2016;BARRA 3 KG;5,49;56,79;30,38;1,58
26/01/2016;BARRA 4.2 KG;5,42;58,21;32,02;1,43
26/01/2016;BARRA 4.2 KG;5,33;57,44;31,27;1,24
26/01/2016;BARRA 4.2 KG;5,34;57,63;31,71;1,72
26/01/2016;BARRA 4.2 KG;5,4;57,18;31,67;1,61
28/01/2016;BARRA 3 KG;5,55;57,24;31,51;1,31
28/01/2016;BARRA 3 KG;5,45;56,77;31,17;1,7
28/01/2016;500 G;5,48;58,45;31,58;1,03
28/01/2016;BARRA 3 KG;5,45;56,82;31,63;1,17
28/01/2016;BARRA 3 KG;5,57;56,68;31,17;1,16
28/01/2016;BARRA 3 KG;5,46;58,09;31,95;2,04
28/01/2016;BARRA 3 KG;5,4;57,41;31,91;2,11
28/01/2016;3 KG;5,43;58,02;32,04;1,61
29/01/2016;BARRA 4.2 KG;5,48;56,24;30,12;1,56
29/01/2016;BARRA 4.2 KG;5,48;55,92;29,8;1,71
29/01/2016;BARRA 4.2 KG;5,51;56,29;30,01;1,53
01/02/2016;3 KG;5,35;56,98;31,13;1,39
01/02/2016;3 KG;5,39;58,45;32,52;1,5
01/02/2016;BARRA 3 KG;5,54;57,31;31,24;1,49
01/02/2016;BARRA 3 KG;5,53;58,35;31,92;1,2
01/02/2016;1 KG;5,51;57,9;32,09;1,43
01/02/2016;3 KG;5,4;57,28;31,7;1,31
01/02/2016;BARRA 3 KG;5,56;57,46;31,85;1,26
01/02/2016;BARRA 3 KG;5,5;58,08;32,52;1,87
01/02/2016;BARRA 3 KG;5,55;57,53;31,87;1,55
01/02/2016;1 KG;5,54;56,95;30,86;1,51
01/02/2016;1 KG;5,51;58,3;31,77;1,54
01/02/2016;BARRA 3 KG;5,59;58,14;32,48;1,42
01/02/2016;BARRA 3 KG;5,55;57,9;31,83;1,1
01/02/2016;3 KG;5,38;56,96;31,16;1,44
01/02/2016;3 KG;5,4;58,01;32,17;1,35
01/02/2016;3 KG;5,36;57,66;32,15;1,56
01/02/2016;BARRA 3 KG;5,52;58,21;32,56;1,81
02/02/2016;BARRA 4.2 KG;5,41;60,41;33,34;1,04
02/02/2016;BARRA 4.2 KG;5,41;59,69;32,58;1,04
03/02/2016;BARRA 3 KG;5,49;57,51;31,4;1,16
03/02/2016;BARRA 3 KG;5,42;58,98;33,47;1,46
03/02/2016;BARRA 3 KG;5,46;59,67;34,01;1,31
03/02/2016;500 G;5,31;58,02;31,43;1,13
03/02/2016;BARRA 3 KG;5,48;57,42;32,19;1,9
03/02/2016;BARRA 3 KG;5,52;58,21;32,09;1,07
03/02/2016;BARRA 3 KG;5,58;55,55;31,18;1,34
05/02/2016;BARRA 3 KG;5,42;57,13;31,05;1,32
05/02/2016;3 KG;5,39;58,41;32,23;0,97
08/02/2016;3 KG;5,52;58,54;32,09;1,6
08/02/2016;3 KG;5,46;57,49;31,47;1,84
08/02/2016;3 KG;5,45;58,04;31,89;1,9
08/02/2016;3 KG;5,48;57,62;31,74;1,81
08/02/2016;3 KG;5,5;57,09;31,28;1,41
08/02/2016;3 KG;5,43;58,83;32,32;1,22
08/02/2016;3 KG;5,37;58,6;32,33;1,36
08/02/2016;3 KG;5,4;58,39;32,42;1,29
08/02/2016;3 KG;5,43;58,7;32,47;1,52
09/02/2016;BARRA 4.2 KG;5,51;58,06;31,48;1,25
10/02/2016;500 G;5,57;58,34;31,57;1,26
10/02/2016;BARRA 3 KG;5,42;57,52;30,86;1,82
10/02/2016;BARRA 3 KG;5,43;56,37;30,67;1,48
10/02/2016;BARRA 3 KG;5,5;56,28;30,93;1,51
10/02/2016;BARRA 3 KG;5,5;57,55;31,64;1,48
10/02/2016;3 KG;5,5;57,38;31,24;1,36
10/02/2016;BARRA 3 KG;5,44;57,38;31,02;1,67
10/02/2016;BARRA 3 KG;5,45;56,78;30,55;1,5
10/02/2016;3 KG;6,37;56,15;30,06;1,68
10/02/2016;BARRA 3 KG;5,46;57,15;31,06;1,49
10/02/2016;BARRA 3 KG;5,51;57,36;31,33;1,64
10/02/2016;BARRA 3 KG;5,5;57,2;31,44;1,85
10/02/2016;3 KG;5,45;57,96;31,86;1,37
11/02/2016;BARRA 4.2 KG;5,44;57,94;31,8;1,54
15/02/2016;3 KG;5,52;58,15;32,53;1,44
15/02/2016;3 KG;5,53;58,23;31,87;1,52
15/02/2016;1 KG;5,44;58,06;31,47;1,63
15/02/2016;3 KG;5,42;58,48;32,08;1,57
15/02/2016;3 KG;5,5;58,65;32,34;1,31
15/02/2016;3 KG;5,41;58,1;31,77;1,52
15/02/2016;3 KG;5,42;58,66;32,44;1,59
15/02/2016;3 KG;5,57;58,33;31,89;1,64
15/02/2016;1 KG;5,35;55,55;30,2;1,88
16/02/2016;BARRA 4.2 KG;5,39;58,01;31,71;1,31
16/02/2016;BARRA 4.2 KG;5,28;56,43;30,62;1,39
16/02/2016;BARRA 4.2 KG;5,72;56,29;30,11;1,57
16/02/2016;BARRA 4.2 KG;5,47;57,85;31,48;1,53
16/02/2016;BARRA 4.2 KG;5,45;57,92;31,15;1,37
17/02/2016;BARRA 3 KG;5,51;57,8;31,94;1,57
17/02/2016;BARRA 3 KG;5,49;59,47;33,39;1,41
17/02/2016;BARRA 3 KG;5,5;58,11;31,85;1,22
17/02/2016;BARRA 3 KG;5,51;57,43;31,12;1,58
17/02/2016;BARRA 3 KG;5,5;57;30,73;1,45
17/02/2016;BARRA 3 KG;5,37;59,36;32,35;1,22
17/02/2016;BARRA 3 KG;5,49;57,34;31,95;1,59
17/02/2016;BARRA 3 KG;5,44;56,97;31,02;1,77
17/02/2016;BARRA 3 KG;5,57;56,83;30,85;1,8
17/02/2016;BARRA 3 KG;5,49;57,33;31,21;1,55
17/02/2016;BARRA 3 KG;5,38;57,93;31,92;1,21
17/02/2016;BARRA 3 KG;5,61;57,49;31,47;1,42
19/02/2016;BARRA 4.2 KG;5,44;58,47;32,53;1,32
22/02/2016;3 KG;5,36;57,68;31,31;1,85
22/02/2016;3 KG;5,46;57,23;31,27;1,74
22/02/2016;3 KG;5,45;57,84;30,95;1,64
22/02/2016;3 KG;5,46;57,46;30,97;1,63
22/02/2016;3 KG;5,38;57,41;31,5;1,42
23/02/2016;BARRA 4.2 KG;5,48;57,59;31,48;1,27
23/02/2016;BARRA 4.2 KG;5,49;56,86;31,48;1,3
24/02/2016;BARRA 3 KG;5,41;57,58;31,92;1
24/02/2016;BARRA 3 KG;5,48;59,1;32,36;1,03
24/02/2016;BARRA 3 KG;5,44;57,75;32,07;1,28
24/02/2016;BARRA 3 KG;5,5;58,69;32,8;1,22
24/02/2016;BARRA 3 KG;5,39;58,19;31,16;1,38
24/02/2016;BARRA 3 KG;5,35;57,98;31,92;1,37
24/02/2016;BARRA 3 KG;5,38;57,06;31,73;1,46
24/02/2016;BARRA 3 KG;5,41;58,88;33,16;1,66
24/02/2016;BARRA 3 KG;5,39;58,16;32,51;1,75
24/02/2016;BARRA 3 KG;5,44;57,94;32,74;1,5
24/02/2016;BARRA 3 KG;5,43;57,73;31,13;1,32
24/02/2016;BARRA 3 KG;5,46;57,91;31,3;1,22
25/02/2016;500 G;5,61;57,24;31,06;1,63
26/02/2016;BARRA 4.2 KG;5,48;59,39;32,54;1,73
26/02/2016;BARRA 4.2 KG;5,43;58,01;32,08;1,68
26/02/2016;BARRA 4.2 KG;5,49;58,68;32,4;2,04
26/02/2016;BARRA 4.2 KG;5,48;59,38;32,75;1,76
26/02/2016;BARRA 4.2 KG;5,42;58,46;31,72;1,73
29/02/2016;BARRA 3 KG;5,45;57,9;30,86;1,16
29/02/2016;1 KG;5,42;55,79;30,33;1,84
29/02/2016;BARRA 3 KG;5,46;57,15;31,24;1,62
29/02/2016;3 KG;5,5;58,36;31,72;1,09
29/02/2016;BARRA 3 KG;5,45;57,62;31,59;1,75
29/02/2016;3 KG;5,51;57,38;31,44;1,5
29/02/2016;3 KG;5,36;58,24;31,5;1,39
29/02/2016;1 KG;5,39;57,77;30,96;1,87
29/02/2016;3 KG;5,42;57,17;31,51;1,18
29/02/2016;BARRA 3 KG;5,5;57,46;30,73;1,34
29/02/2016;3 KG;5,37;57,55;31,9;1,74
29/02/2016;BARRA 3 KG;5,4;57,5;31,63;1,76
29/02/2016;3 KG;5,39;57,92;31,43;1,07
29/02/2016;BARRA 3 KG;5,42;56,76;30,49;1,34
29/02/2016;BARRA 3 KG;5,62;56,19;31,06;1,73
29/02/2016;BARRA 3 KG;5,51;58,49;32,46;1,75
29/02/2016;1 KG;5,43;57,6;30,47;1,68
01/03/2016;BARRA 4.2 KG;5,46;58,44;31,73;1,26
02/03/2016;BARRA 3 KG;5,5;58,08;31,64;1,44
02/03/2016;BARRA 3 KG;5,47;58,09;31,54;1,1
02/03/2016;BARRA 3 KG;5,45;57,19;30,77;1,2
02/03/2016;BARRA 3 KG;5,43;58,25;32,19;1,76
02/03/2016;BARRA 3 KG;5,54;57,19;31,28;1,73
02/03/2016;BARRA 3 KG;5,41;57,72;31,21;1,45
02/03/2016;BARRA 3 KG;5,43;57,69;32,07;1,9
02/03/2016;BARRA 3 KG;5,49;59,37;33,11;1,62
02/03/2016;BARRA 3 KG;5,37;56,24;30,76;1,75
02/03/2016;BARRA 3 KG;5,54;58,24;31,57;1,71
02/03/2016;BARRA 3 KG;5,52;55,96;30,65;1,88
02/03/2016;BARRA 3 KG;5,53;56,97;31,38;1,89
02/03/2016;BARRA 3 KG;5,56;56,18;30,49;1,56
04/03/2016;BARRA 4.2 KG;5,65;59,17;32,84;1,23
04/03/2016;BARRA 4.2 KG;5,57;57,79;32,27;1,45
07/03/2016;3 KG;5,38;58,13;31,48;1,43
07/03/2016;3 KG;5,47;58,2;31,25;1,63
07/03/2016;3 KG;5,52;58,62;31,82;1,34
07/03/2016;3 KG;5,45;58,54;32,09;1,21
08/03/2016;BARRA 4.2 KG;5,54;57,84;31,29;1,08
08/03/2016;BARRA 4.2 KG;5,43;57,32;30,95;1,43
08/03/2016;BARRA 4.2 KG;5,51;58,4;31,35;1,09
08/03/2016;BARRA 4.2 KG;5,38;59,43;31,46;1,34
08/03/2016;BARRA 4.2 KG;5,45;58,83;31,18;1,07
08/03/2016;BARRA 4.2 KG;5,4;57,8;30,29;1,38
10/03/2016;BARRA 3 KG;5,68;57,48;31,48;1,51
10/03/2016;500 G;5,57;56,61;30,16;1,36
10/03/2016;BARRA 3 KG;5,74;56,68;30,5;1,45
10/03/2016;BARRA 3 KG;5,57;56,61;30,46;1,47
10/03/2016;3 KG;5,58;57,81;31,45;1,31
10/03/2016;BARRA 3 KG;5,76;56,3;30,55;1,82
10/03/2016;BARRA 3 KG;5,63;58,09;31,48;1,54
10/03/2016;BARRA 3 KG;5,48;57,52;31,29;1,52
10/03/2016;BARRA 3 KG;5,6;59,56;32,49;1,41
10/03/2016;BARRA 3 KG;5,57;57,06;30,37;1,48
10/03/2016;3 KG;5,6;56,67;30,84;1,48
10/03/2016;3 KG;5,6;57,68;31,87;1,23
10/03/2016;3 KG;5,74;56,86;31,15;1,89
10/03/2016;BARRA 3 KG;5,55;56,96;30,7;1,29
10/03/2016;3 KG;5,62;57,27;30,96;1,73
11/03/2016;BARRA 4.2 KG;5,32;58,1;30,86;1,22
14/03/2016;BARRA 3 KG;5,59;58,17;31,24;1,37
14/03/2016;BARRA 3 KG;5,4;57,62;31,82;1,56
14/03/2016;BARRA 3 KG;5,57;57,15;31,11;1,54
14/03/2016;BARRA 3 KG;5,5;58,08;32,28;1,8
14/03/2016;BARRA 3 KG;5,41;57,54;31,83;1,52
14/03/2016;BARRA 3 KG;5,56;56,54;30,6;1,82
14/03/2016;1 KG;5,58;56,32;30,9;1,63
14/03/2016;BARRA 3 KG;5,49;57,06;31,42;1,72
14/03/2016;3 KG;5,51;57,97;30,78;1,89
14/03/2016;3 KG;5,47;57,72;30,93;1,74
14/03/2016;1 KG;5,47;57,36;31,04;1,51
14/03/2016;BARRA 3 KG;5,47;57,08;31,18;1,25
14/03/2016;BARRA 3 KG;5,5;57,97;32,56;1,98
14/03/2016;BARRA 3 KG;5,45;58,07;31,42;1,51
14/03/2016;BARRA 3 KG;5,78;56,78;31,66;1,72
14/03/2016;1 KG;5,5;58,05;31,43;1,37
14/03/2016;BARRA 3 KG;5,48;58,47;31,9;1,13
14/03/2016;BARRA 3 KG;5,46;57,15;31,48;1,66
14/03/2016;BARRA 3 KG;5,51;57,79;31,89;1,2
15/03/2016;BARRA 4.2 KG;5,37;57,82;30,84;1,17
15/03/2016;BARRA 4.2 KG;5,42;58,34;31,18;1,14
15/03/2016;BARRA 4.2 KG;5,45;56,61;30;1,19
15/03/2016;BARRA 4.2 KG;5,44;58,54;31,67;1,06
17/03/2016;BARRA 3 KG;5,45;57,52;31,1;1,37
17/03/2016;3 KG;5,34;57,63;30,97;1,16
17/03/2016;BARRA 3 KG;5,36;58,56;31,52;1,53
17/03/2016;BARRA 3 KG;5,37;57,38;30,59;1,43
17/03/2016;BARRA 3 KG;5,48;57,07;30,08;1,18
17/03/2016;BARRA 3 KG;5,41;57,5;30,64;1,59
17/03/2016;BARRA 3 KG;5,35;56,94;30,26;1,39
17/03/2016;BARRA 3 KG;5,33;56,77;30,4;1,97
17/03/2016;BARRA 3 KG;5,47;56,91;30,54;1,42
17/03/2016;BARRA 3 KG;5,42;57,33;30,11;1,86
17/03/2016;BARRA 3 KG;5,43;57,48;30,85;1,5
17/03/2016;BARRA 3 KG;5,32;58,11;31,08;1,39
17/03/2016;BARRA 3 KG;5,43;57,48;30,93;1,56
17/03/2016;500 G;5,57;58,64;30,34;1,68
17/03/2016;BARRA 3 KG;5,39;57,81;31;1,46
17/03/2016;BARRA 3 KG;5,35;56,87;29,58;1,93
17/03/2016;BARRA 3 KG;5,22;57,49;31,29;1,51
18/03/2016;BARRA 4.2 KG;5,38;58,3;31,83;1,58
18/03/2016;BARRA 4.2 KG;5,28;57,59;30,82;1,29
18/03/2016;3 KG;5,52;57,22;31,47;1,81
18/03/2016;3 KG;5,4;59,06;33,17;1,1
18/03/2016;3 KG;5,47;58,28;31,95;1,5
18/03/2016;3 KG;5,41;58,05;31,73;1,06
18/03/2016;3 KG;5,55;58,6;32,97;1,48
18/03/2016;3 KG;5,45;58,92;32,53;1,27
18/03/2016;BARRA 4.2 KG;5,42;57,67;30,56;1,56
18/03/2016;3 KG;5,49;58,63;32,07;1,29
18/03/2016;BARRA 4.2 KG;5,48;57,74;31,27;1,32
18/03/2016;3 KG;5,4;57,73;31,84;1,51
21/03/2016;1 KG;5,57;58,46;31,29;1,58
21/03/2016;BARRA 3 KG;5,41;58,78;32,93;1,08
21/03/2016;BARRA 3 KG;5,54;57,89;32,11;1,51
21/03/2016;BARRA 3 KG;5,6;58,28;32,1;1,2
21/03/2016;BARRA 3 KG;5,56;57,27;31,45;2,02
21/03/2016;BARRA 3 KG;5,49;58,62;32,14;1,03
21/03/2016;BARRA 3 KG;5,46;57,1;31,2;1,59
21/03/2016;BARRA 3 KG;5,52;57,85;32,5;1,32
21/03/2016;1 KG;5,6;56,57;29,59;2,06
21/03/2016;BARRA 3 KG;5,51;58,67;32,69;1,05
21/03/2016;BARRA 3 KG;5,53;58,69;32,52;1,1
22/03/2016;BARRA 3 KG;5,37;57,73;30,86;1,55
22/03/2016;BARRA 3 KG;5,46;56,8;30,93;1,49
22/03/2016;BARRA 3 KG;5,35;58,01;31,7;1,06
22/03/2016;BARRA 3 KG;5,46;58,31;31,66;1,27
22/03/2016;BARRA 3 KG;5,46;57,28;31,65;1,42
22/03/2016;BARRA 3 KG;5,45;57,44;31,2;1,71
22/03/2016;BARRA 3 KG;5,42;58,38;31,69;1,44
22/03/2016;500 G;5,56;56,91;30,34;1,51
22/03/2016;BARRA 3 KG;5,44;59,04;31,92;1,15
25/03/2016;BARRA 4.2 KG;5,38;57,26;30,46;1,34
25/03/2016;BARRA 4.2 KG;5,37;57,11;30,73;1,27
25/03/2016;BARRA 4.2 KG;5,36;56,42;29,96;0,81
25/03/2016;BARRA 4.2 KG;5,47;58,26;31,35;1,22
28/03/2016;3 KG;5,43;57,15;31,53;1,67
28/03/2016;BARRA 3 KG;5,36;57,59;30,75;1,63
28/03/2016;BARRA 3 KG;5,53;57,19;30,92;1,98
28/03/2016;3 KG;5,43;58,05;31,91;1,33
28/03/2016;3 KG;5,4;58,57;32,34;1,55
28/03/2016;3 KG;5,45;58,45;31,96;1,08
28/03/2016;BARRA 3 KG;5,46;58,45;32,02;1,54
28/03/2016;BARRA 3 KG;5,4;57,53;31,21;1,65
28/03/2016;BARRA 3 KG;5,44;57,07;30,77;1,56
28/03/2016;3 KG;5,38;57,35;31,49;1,47
28/03/2016;3 KG;5,32;57,74;31,54;1,52
28/03/2016;BARRA 3 KG;5,44;58,09;31,91;1,64
28/03/2016;3 KG;5,35;57,44;31,3;1,52
28/03/2016;BARRA 3 KG;5,4;58,16;32,11;1,72
28/03/2016;BARRA 3 KG;5,38;57,6;30,91;1,89
28/03/2016;3 KG;5,31;55,84;30,47;1,96
29/03/2016;BARRA 4.2 KG;5,42;56,69;31,14;1,58
29/03/2016;BARRA 4.2 KG;5,44;57,88;31,75;1,41
29/03/2016;BARRA 4.2 KG;5,38;57,59;31,38;1,71
30/03/2016;BARRA 3 KG;5,56;57,77;31,33;1,89
30/03/2016;BARRA 3 KG;5,52;57,33;31,18;1,87
30/03/2016;BARRA 3 KG;5,48;56,82;30,99;1,94
30/03/2016;500 G;5,69;55,55;29,34;1,83
30/03/2016;BARRA 3 KG;5,61;57,38;31,13;1,56
30/03/2016;BARRA 3 KG;5,57;58,4;32,01;1,63
30/03/2016;BARRA 3 KG;5,56;57,21;30,79;1,92
30/03/2016;BARRA 3 KG;5,55;58,63;31,91;1,83
30/03/2016;BARRA 3 KG;5,6;56,92;31,01;1,77
01/04/2016;BARRA 4.2 KG;5,24;58,71;31,8;1,45
01/04/2016;BARRA 4.2 KG;5,22;58,06;31,08;1,47
01/04/2016;BARRA 4.2 KG;5,24;57,99;31,32;1,25
04/04/2016;BARRA 3 KG;5,37;56,76;30,58;1,52
04/04/2016;1 KG;5,48;56,48;29,83;1,63
