Fecha;Num_Cuba;Lote;FORMATO;PH;ES;MG;SAL
02/11/2015;15;41715;3 KG;5,4;56,84;31,25;1,86
02/11/2015;5;41715;1 kg;5,61;56,82;31,14;1,9
18/02/2015;14;16015;Barra 3 kg;5,59;58,09;31,85;1,28
16/04/2015;6;21715;Barra 3 kg;5,49;58,13;32,04;1,35
01/10/2015;4;38515;1 kg;5,6;56,95;30,47;1,32
08/07/2015;28;30015;Barra 3 kg;5,5;57,76;31,95;1,08
03/08/2015;5;32615;Barra 3 kg;5,52;57,56;31,63;1,52
22/07/2015;12;31415;500 g;5,55;57,42;30,7;0,82
13/04/2015;42;21415;3 KG;5,48;57,92;32,29;1,33
21/12/2015;22;46615;3 KG;5,43;58,64;32,42;1,3
13/04/2016;4;21516;Barra 3 kg;5,42;58,15;31,56;1,66
21/05/2015;3;25215;Barra 3 kg;5,41;57,98;31,55;1,61
04/01/2016;14;11516;Barra 3 kg;5,47;56,12;30,88;1,89
20/07/2015;21;31215;3 KG;5,59;57,15;31,57;1,56
15/06/2015;1;27715;Barra 3 kg;5,49;58,76;32,52;1,05
16/11/2015;36;43115;3 KG;5,54;56,93;31,79;1,29
20/03/2015;10;19015;Barra 4,2 kg;5,4;59,21;31,89;1,13
10/06/2015;8;27215;Barra 3 kg;5,56;58,05;32,19;1,27
05/02/2015;16;14715;Barra 3 kg;5,55;57,68;31,9;1,28
10/03/2015;14;18015;Barra 4,2 kg;5,52;57,68;30,83;1,08
11/02/2015;4;15315;500 g;5,69;57,5;31,49;0,87
04/05/2016;12;23616;Barra 3 kg;5,39;57,85;31,3;1,6
25/02/2015;1;16715;500 g;5,77;56,15;30,42;0,82
02/02/2015;2;14415;3 KG;5,51;58,55;32,95;1,44
29/02/2016;7;17116;Barra 3 kg;5,62;56,19;31,06;1,73
07/09/2015;1;36115;1 kg;5,45;56,81;31,25;1,54
07/01/2016;9;11816;500 g;5,6;57,9;30,92;1,11
25/01/2016;29;13616;3 KG;5,45;57,49;31,65;1,61
10/02/2016;13;15216;3 KG;5,45;57,96;31,86;1,37
23/03/2015;29;19315;3 KG;5,45;57,65;31,12;1,54
22/04/2016;16;22416;Barra 4,2 kg;5,51;58,29;31,88;1,28
05/06/2015;2;26715;Barra 4,2 kg;5,43;57,67;31,89;1,2
08/02/2016;24;15016;3 KG;5,43;58,83;32,32;1,22
21/03/2016;33;19216;Barra 3 kg;5,51;58,67;32,69;1,05
10/09/2015;18;36415;Barra 3 kg;5,39;57,13;31,09;1,28
06/04/2015;40;20715;3 KG;5,48;58,23;31,92;1,27
24/09/2015;1;37815;1 kg;5,5;56,27;30,48;1,49
15/05/2015;13;24615;Barra 4,2 kg;5,42;57,91;32,21;1,18
09/11/2015;6;42415;1 kg;5,44;57,93;31,5;1,35
05/11/2015;5;42015;Barra 3 kg;5,53;57,56;31,58;1,55
14/03/2016;7;18516;Barra 3 kg;5,45;58,07;31,42;1,51
23/03/2015;3;19315;Barra 3 kg;5,38;58,97;32,64;1,23
17/03/2015;1;18715;Barra 4,2 kg;5,39;57,01;30,92;1,61
15/07/2015;21;30715;Barra 3 kg;5,63;58,22;32,11;1,58
01/07/2015;15;29315;500 g;5,7;56,85;29,98;1,12
17/06/2015;20;27915;Barra 3 kg;5,45;57,95;32,09;1,21
16/05/2016;36;24816;Barra 3 kg;5,49;57,59;31,58;1,57
28/04/2016;9;23016;500 g;5,43;60,54;32,18;0,95
04/01/2016;12;11516;Barra 3 kg;5,56;57,04;30,89;1,49
06/04/2015;21;20715;3 KG;5,45;57,78;32,22;1,35
29/04/2015;1;23015;500 g;5,4;NA;NA;NA
08/04/2015;14;20915;500 g;5,68;56,99;30,25;1,4
04/04/2016;5;20616;Barra 3 kg;5,45;57,2;30,63;1,65
01/07/2015;5;29315;Barra 3 kg;5,39;58,04;32,12;1,25
19/05/2015;11;25015;Barra 4,2 kg;5,42;57,67;31,26;1
20/11/2015;12;43515;3 KG;5,51;58,24;31,84;1,63
09/02/2015;8;15115;Barra 3 kg;5,42;57,76;31,91;1,41
12/01/2016;5;12316;Barra 3 kg;5,34;57,72;31,66;1,47
07/07/2015;26;29915;Barra 4,2 kg;5,57;57;31,05;1,36
15/06/2016;24;27816;Barra 3 kg;5,43;57,36;31,77;1,27
31/03/2015;12;20115;Barra 3 kg;5,53;56,39;30,58;1,32
13/01/2016;9;12416;500 g;5,47;58,2;32,33;0,98
03/02/2016;22;14516;Barra 3 kg;5,48;57,42;32,19;1,9
25/02/2015;21;16715;Barra 3 kg;5,5;57,36;30,89;1,42
16/09/2015;19;37015;Barra 3 kg;5,47;57,34;31,36;1,63
14/10/2015;31;39815;Barra 3 kg;5,54;57,72;31,09;1,18
10/04/2015;4;21115;Barra 4,2 kg;5,43;57,91;31,54;1,2
20/11/2015;10;43515;3 KG;5,45;57,39;30,83;0,66
14/06/2016;25;27716;Barra 4,2 kg;5,38;56,47;30,84;1,53
07/10/2015;20;39115;Barra 3 kg;5,36;57,74;31,87;1,38
05/02/2015;11;14715;Barra 3 kg;5,62;58,78;32,42;1,64
21/09/2015;16;37515;3 KG;5,5;58,64;33,31;1,51
23/05/2016;4;25516;1 kg;5,43;56,95;30,39;1,5
24/03/2015;16;19415;Barra 4,2 kg;5,4;56,82;30,49;1,37
06/05/2015;9;23715;500 g;5,26;58,66;32,07;1,07
11/08/2015;4;33415;Barra 3 kg;5,53;57,79;31,64;1,11
22/07/2015;5;31415;Barra 3 kg;5,5;58,91;32,27;1,25
20/11/2015;14;43515;3 KG;5,47;57,14;31,19;1,32
27/03/2015;21;19715;Barra 4,2 kg;5,34;59,61;32,8;0,84
05/11/2015;1;42015;Barra 3 kg;5,51;57,84;31,98;1,85
16/02/2015;32;15815;3 KG;5,41;57,59;30,67;1,28
07/04/2016;5;20916;Barra 3 kg;5,38;58,14;31,19;1,2
16/02/2016;14;15816;Barra 4,2 kg;5,47;57,85;31,48;1,53
06/11/2015;2;42115;Barra 4,2 kg;5,47;57,58;31,87;1,51
08/06/2016;5;27116;Barra 3 kg;5,48;57,62;32,39;1,14
24/09/2015;9;37815;Barra 3 kg;5,48;57,85;32,22;1,2
28/09/2015;17;38215;Barra 4,2 kg;5,31;56,68;31,54;1,43
12/01/2016;13;12316;Barra 3 kg;5,48;56,29;31,03;1,73
09/02/2015;16;15115;Barra 3 kg;5,56;55,97;30,34;1,47
27/07/2015;5;31915;3 KG;5,33;57,74;32,1;1,35
06/04/2015;24;20715;Barra 4,2 kg;5,3;56,88;30,76;0,96
26/10/2015;19;41015;3 KG;5,34;57,14;32,17;1,1
12/11/2015;3;42715;Barra 3 kg;5,5;58,1;32,21;1,44
09/03/2015;2;17915;Barra 3 kg;5,44;57,47;31,72;1,41
17/03/2015;11;18715;Barra 4,2 kg;5,46;56,55;30,19;0,79
14/09/2015;29;36815;3 KG;5,47;56,03;30,05;1,44
08/07/2015;15;30015;Barra 3 kg;5,55;57,61;31,88;1,02
12/03/2015;2;18215;500 g;5,51;57,65;29,05;0,85
27/04/2015;4;22815;3 KG;5,64;56,93;31,57;1,41
02/06/2015;10;26415;Barra 3 kg;5,57;57,45;32,22;1,27
18/03/2016;2;18916;Barra 4,2 kg;5,42;57,67;30,56;1,56
12/03/2015;6;18215;Barra 3 kg;5,51;58,12;31,37;1,35
15/06/2015;4;27715;1 kg;5,56;57,86;30,97;1,24
16/03/2015;43;18615;Barra 3 kg;5,63;56,59;30,23;1,13
20/04/2015;10;22115;1 kg;NA;NA;NA;NA
20/07/2015;6;31215;1 kg;5,4;57,95;30,97;1,44
22/07/2015;17;31415;3 KG;5,56;57,07;30,68;1,18
29/03/2016;36;20016;Barra 4,2 kg;5,38;57,59;31,38;1,71
01/04/2015;8;20215;500 g;5,58;58,04;31,68;1,06
07/09/2015;4;36115;3 KG;5,44;57,31;32,23;1,27
23/02/2015;33;16515;3 KG;5,54;57,41;31,88;1,21
18/03/2016;23;18916;3 KG;5,49;58,63;32,07;1,29
20/04/2016;15;22216;Barra 3 kg;5,35;58,37;31,69;1,44
02/05/2016;39;23416;Barra 3 kg;5,47;56,85;30,71;1,54
22/04/2016;27;22416;Barra 4,2 kg;5,46;58,19;31,63;1,39
08/04/2016;10;21016;Barra 4,2 kg;5,39;58,99;32,75;1,69
04/01/2016;34;11516;3 KG;5,53;57,22;31,52;1,65
02/06/2015;22;26415;Barra 3 kg;5,45;59,33;33,03;1,22
04/04/2016;11;20616;Barra 3 kg;5,46;57,72;31,06;1,61
06/05/2015;7;23715;500 g;5,43;58,02;31,76;1,11
15/04/2016;3;21716;Barra 4,2 kg;5,28;57,62;31,09;0,67
07/05/2015;13;23815;Barra 3 kg;5,39;57,7;31,32;1,08
17/03/2016;23;18816;Barra 3 kg;5,43;57,48;30,93;1,56
02/03/2015;28;17215;Barra 3 kg;5,53;57,81;31,86;1,72
04/02/2015;21;14615;Barra 3 kg;5,58;56,53;31,3;1,57
01/06/2015;7;26315;1 kg;5,39;57,52;30,93;1,26
05/10/2015;6;38915;3 KG;5,47;57,55;31,89;1,55
21/10/2015;10;40515;500 g;5,53;57,16;30,43;1,21
01/06/2016;25;26416;Barra 3 kg;5,47;57,57;32,05;1,21
09/05/2016;15;24116;3 KG;5,35;57,18;31,16;1,73
21/12/2015;20;46615;3 KG;5,45;58,35;32,92;1,31
18/04/2016;13;22016;3 KG;5,45;57,67;31,25;1,53
04/05/2015;39;23515;3 KG;5,43;55,78;30,57;1,42
24/02/2016;3;16616;Barra 3 kg;5,43;57,73;31,13;1,32
03/08/2015;33;32615;3 KG;5,49;57,25;31,89;1,59
04/04/2016;31;20616;3 KG;5,5;56,71;30,8;1,89
21/12/2015;15;46615;3 KG;5,5;56,65;31,08;1,85
18/02/2015;10;16015;Barra 3 kg;5,39;58,2;31,77;1,17
08/05/2015;5;23915;Barra 4,2 kg;5,34;57,55;30,63;1,33
23/02/2015;27;16515;3 KG;5,36;57,25;31,83;1,36
28/03/2016;25;19916;Barra 3 kg;5,44;58,09;31,91;1,64
16/09/2015;22;37015;Barra 3 kg;5,44;56,12;30,36;1,23
10/08/2015;11;33315;3 KG;5,3;56,34;31,29;1,39
02/06/2015;11;26415;Barra 3 kg;5,56;56,27;31;1,57
10/03/2015;9;18015;Barra 4,2 kg;5,44;58,41;31,16;0,96
03/08/2015;15;32615;Barra 3 kg;5,48;57,08;31,45;1,53
12/11/2015;1;42715;Barra 3 kg;5,49;57,49;31,81;2
14/07/2015;19;30615;Barra 4,2 kg;5,51;56,19;30,99;1,46
26/02/2016;13;16816;Barra 4,2 kg;5,48;59,38;32,75;1,76
04/08/2015;5;32715;Barra 4,2 kg;5,49;57,89;31,89;1,07
23/05/2016;14;25516;3 KG;5,35;57,75;31,14;1,19
23/02/2015;14;16515;Barra 3 kg;5,45;58,34;31,99;0,97
16/03/2015;45;18615;Barra 3 kg;5,87;56,07;29,79;1,58
01/03/2016;6;17216;Barra 4,2 kg;5,46;58,44;31,73;1,26
02/03/2015;3;17215;3 KG;5,48;57,37;31,21;1,34
21/10/2015;11;40515;500 g;5,48;57,17;31,5;1,65
28/04/2016;29;23016;Barra 3 kg;5,4;57,87;31,8;1,23
14/03/2016;18;18516;Barra 3 kg;5,78;56,78;31,66;1,72
20/04/2016;11;22216;Barra 3 kg;5,41;59,1;32,72;1,18
28/03/2016;19;19916;3 KG;5,35;57,44;31,3;1,52
12/03/2015;15;18215;Barra 3 kg;5,63;56,38;29,96;1,23
15/07/2015;14;30715;500 g;5,62;58,25;31,71;1,23
17/03/2015;7;18715;Barra 4,2 kg;5,5;58,82;32,21;1,41
22/04/2015;14;22315;500 g;5,35;57,97;31,28;1,08
26/12/2015;24;47115;3 KG;5,58;56,25;31;1,97
08/07/2015;3;30015;Barra 3 kg;5,54;58,5;31,99;1,08
12/02/2015;6;15415;Barra 3 kg;5,51;57,01;30,79;1,44
16/09/2015;13;37015;Barra 3 kg;5,62;57,08;31,24;1,37
28/04/2015;7;22915;Barra 4,2 kg;5,39;56,31;30,29;1,02
20/04/2016;3;22216;Barra 3 kg;5,42;57,27;30,63;1,59
02/05/2016;25;23416;Barra 3 kg;5,45;56,79;30,55;1,9
26/10/2015;2;41015;1 kg;5,47;57,71;31,69;1,12
08/06/2015;1;27015;Barra 3 kg;5,52;57,51;31,66;1,41
25/05/2016;8;25716;500 g;5,59;57,38;31,35;1,19
16/11/2015;37;43115;3 KG;5,56;57,66;32,26;1,02
04/02/2015;19;14615;Barra 3 kg;5,66;56,79;31,31;1,71
08/07/2015;1;30015;Barra 3 kg;5,39;58,14;31,24;0,68
07/03/2016;29;17816;3 KG;5,45;58,54;32,09;1,21
06/05/2016;4;23816;Barra 4,2 kg;5,35;57,54;30,81;1,16
18/05/2015;15;24915;3 KG;5,45;57,52;32,17;1,9
19/11/2015;1;43415;Barra 3 kg;5,39;57,39;31,04;1,66
19/01/2016;22;13016;Barra 4,2 kg;5,54;57,52;32,32;1,48
02/05/2016;33;23416;Barra 3 kg;5,43;57,31;31,09;1,42
09/03/2015;26;17915;3 KG;5,55;57,62;31,22;1,43
20/07/2015;4;31215;Barra 3 kg;5,68;59,03;32,47;1,27
23/05/2016;22;25516;3 KG;5,31;57,53;31,03;0,44
20/01/2016;5;13116;Barra 3 kg;5,4;58,11;32,26;1,17
14/03/2016;25;18516;1 kg;5,5;58,05;31,43;1,37
25/05/2016;34;25716;Barra 3 kg;5,49;57,68;31,87;1,45
21/03/2016;30;19216;Barra 3 kg;5,53;58,69;32,52;1,1
06/04/2015;12;20715;3 KG;5,42;56,98;31,11;1,34
02/06/2015;4;26415;Barra 3 kg;5,47;58,55;32,59;1,43
12/11/2015;21;42715;Barra 3 kg;5,5;57,18;31,07;1,52
12/04/2016;28;21416;Barra 4,2 kg;5,47;58,16;32,09;1,26
10/06/2015;14;27215;Barra 3 kg;5,59;57,89;31,63;1,68
15/05/2015;12;24615;Barra 4,2 kg;5,42;58,72;32,71;1,26
08/02/2016;20;15016;3 KG;5,37;58,6;32,33;1,36
13/02/2015;17;15515;Barra 4,2 kg;5,47;57,81;31,77;1,15
11/04/2016;11;21316;3 KG;5,47;57,55;31,24;1,58
02/10/2015;8;38615;Barra 4,2 kg;5,36;57,09;31,94;1,37
30/03/2016;9;20116;Barra 3 kg;5,55;58,63;31,91;1,83
10/06/2015;20;27215;3 KG;5,63;59,07;32,88;0,88
26/05/2015;13;25715;Barra 4,2 kg;5,48;57,34;31,61;1,32
18/03/2016;3;18916;Barra 4,2 kg;5,48;57,74;31,27;1,32
23/02/2015;6;16515;Barra 3 kg;5,47;58,64;32,28;1,25
28/04/2016;16;23016;Barra 3 kg;5,38;57,9;32,17;1,17
28/01/2016;32;13916;Barra 3 kg;5,46;58,09;31,95;2,04
08/02/2016;11;15016;3 KG;5,4;58,39;32,42;1,29
25/04/2016;4;22716;1 kg;5,65;56,54;30,65;1,39
10/06/2015;3;27215;Barra 3 kg;5,33;57,47;31,77;1,39
30/09/2015;4;38415;Barra 3 kg;5,49;57,93;31,99;1,19
03/08/2015;29;32615;3 KG;5,36;57,08;31,43;1,26
12/02/2015;16;15415;Barra 3 kg;5,6;56,74;30,73;1,28
05/11/2015;12;42015;Barra 3 kg;5,57;57,14;31,82;1,5
09/02/2016;13;15116;Barra 4,2 kg;5,51;58,06;31,48;1,25
23/11/2015;3;43815;1 kg;5,65;58,24;32,18;1,66
06/02/2015;8;14815;Barra 4,2 kg;5,45;57,66;31,26;1,39
10/03/2016;17;18116;3 KG;5,74;56,86;31,15;1,89
11/01/2016;13;12216;3 KG;5,41;57,29;31,54;1,85
02/03/2016;5;17316;Barra 3 kg;5,53;56,97;31,38;1,89
14/05/2015;14;24515;Barra 3 kg;5,37;58,16;31,59;1,16
08/02/2016;10;15016;3 KG;5,43;58,7;32,47;1,52
13/01/2016;3;12416;Barra 3 kg;5,5;57,14;31,92;1,3
05/05/2015;7;23615;Barra 4,2 kg;5,48;57,87;31,79;1,26
30/03/2015;13;20015;Barra 3 kg;5,48;56,94;31,27;1,47
28/04/2015;10;22915;Barra 4,2 kg;5,52;57,85;31,88;1,09
06/05/2015;12;23715;3 KG;5,39;57,47;30,93;1,18
27/03/2015;15;19715;3 KG;5,36;58,47;32,18;1,1
21/12/2015;3;46615;1 kg;5,64;56,94;31,41;1,74
15/07/2015;20;30715;Barra 3 kg;5,6;56,56;31,6;1,32
06/07/2015;15;29815;3 KG;5,44;57,02;31,24;1,3
29/04/2016;10;23116;Barra 4,2 kg;5,35;59,53;31,98;1,43
21/05/2015;9;25215;Barra 3 kg;5,53;57,99;31,94;1,32
05/11/2015;9;42015;Barra 3 kg;5,42;58,49;32,94;1,76
10/06/2015;6;27215;Barra 3 kg;5,55;58,64;32,39;1,1
03/08/2015;12;32615;Barra 3 kg;5,5;56,96;30,51;1,43
10/03/2015;11;18015;Barra 4,2 kg;5,52;58,41;31,42;1,15
10/10/2015;5;39415;Barra 4,2 kg;5,38;58,55;31,66;1,78
13/11/2015;4;42815;Barra 4,2 kg;5,33;56,9;30,98;1,84
14/10/2015;4;39815;Barra 3 kg;5,47;57,39;32,1;1,63
24/03/2015;17;19415;Barra 4,2 kg;5,44;57,63;30,81;1,04
19/03/2015;3;18915;500 g;5,71;57,18;30,8;0,7
11/08/2015;10;33415;Barra 3 kg;5,6;57,14;31,29;1,21
20/07/2015;20;31215;3 KG;5,62;56,52;31,58;1,7
21/05/2015;14;25215;Barra 3 kg;5,6;57,24;31,33;1,17
07/08/2015;14;33015;500 g;5,58;57,03;30,23;1
16/04/2015;2;21715;Barra 3 kg;5,45;57,03;30,35;1,39
07/04/2015;17;20815;Barra 3 kg;5,48;56,44;30,47;1,25
04/04/2016;33;20616;3 KG;5,46;56,32;30,81;1,33
04/02/2015;13;14615;Barra 3 kg;5,8;56,96;31,52;1,64
08/12/2015;1;45315;Barra 3 kg;5,63;58,96;32,38;1,51
01/04/2016;5;20316;Barra 4,2 kg;5,24;57,99;31,32;1,25
22/03/2016;5;19316;500 g;5,56;56,91;30,34;1,51
13/04/2016;7;21516;Barra 3 kg;5,48;57,75;31,13;1,46
18/04/2016;17;22016;3 KG;5,46;58,06;31,65;1,69
11/09/2015;9;36515;Barra 4,2 kg;5,38;58;31,56;1,18
14/12/2015;14;45915;3 KG;5,53;56,82;31,16;1,65
09/11/2015;8;42415;1 kg;5,49;57,19;31,05;1,38
06/04/2015;23;20715;Barra 4,2 kg;5,36;56,21;30,23;1,01
23/02/2015;23;16515;3 KG;5,48;57,17;31,13;1,44
19/05/2015;22;25015;Barra 4,2 kg;5,48;56,64;31,07;1,22
05/03/2015;16;17515;Barra 3 kg;5,42;56,86;30,14;1,2
13/04/2015;45;21415;3 KG;5,45;58,43;32,59;1,09
11/08/2015;6;33415;Barra 3 kg;5,55;57,46;31,16;1,14
23/03/2015;36;19315;3 KG;5,48;56,99;30,47;1,18
01/07/2015;14;29315;Barra 3 kg;5,56;58,12;31,72;1,63
17/03/2016;4;18816;500 g;5,57;58,64;30,34;1,68
04/04/2016;27;20616;3 KG;5,49;56;30,64;1,64
02/03/2015;40;17215;Barra 3 kg;5,66;57,75;31,59;1
01/06/2015;29;26315;3 KG;5,52;56,95;31,04;1,28
18/01/2016;26;12916;3 KG;5,39;57,66;31,8;1,13
08/06/2015;6;27015;Barra 3 kg;5,48;57,35;31,63;1,52
14/08/2015;9;33715;Barra 4,2 kg;5,48;57,56;30,62;1,43
01/06/2016;13;26416;Barra 3 kg;5,46;57,59;31,63;1,21
04/05/2015;38;23515;3 KG;5,5;57,06;31,41;1,11
25/05/2016;10;25716;500 g;5,58;57,92;31,49;1,38
20/02/2015;20;16215;Barra 4,2 kg;5,34;57,21;31,1;1,32
01/07/2015;25;29315;Barra 3 kg;5,43;58,06;31,51;1,71
19/10/2015;8;40315;3 KG;5,46;56,95;30,89;1,77
23/04/2015;9;22415;Barra 3 kg;5,5;58,02;32,29;1,25
01/07/2015;16;29315;Barra 3 kg;5,58;58;31,9;1,57
10/06/2015;24;27215;Barra 3 kg;5,63;57,46;31,82;1,73
11/06/2015;6;27315;3 KG;5,36;56,66;31,03;1,66
14/08/2015;13;33715;Barra 4,2 kg;5,4;56,87;30,69;1,3
18/12/2015;3;46315;Barra 4,2 kg;5,37;58,02;31,6;1,09
16/02/2015;4;15815;Barra 3 kg;5,39;58,05;32,26;1,3
28/01/2016;21;13916;Barra 3 kg;5,4;57,41;31,91;2,11
15/04/2016;5;21716;Barra 4,2 kg;5,23;59,44;31,76;1,01
07/10/2015;30;39115;Barra 3 kg;5,43;56,03;30,32;1,76
27/02/2015;12;16915;Barra 4,2 kg;5,46;57,84;31,45;1,39
18/01/2016;2;12916;Barra 3 kg;5,47;58,78;32,17;1,27
06/05/2015;19;23715;3 KG;5,39;56,9;30,98;1,43
01/06/2015;30;26315;3 KG;5,45;56,97;30,63;1,4
13/04/2015;10;21415;Barra 4,2 kg;5,42;57,65;31,04;0,84
23/04/2015;21;22415;Barra 3 kg;5,49;57,79;32,35;1,5
14/05/2015;10;24515;Barra 3 kg;5,44;58,1;31,47;1,19
30/06/2015;5;29215;3 KG;5,35;59,7;33,19;1,35
20/04/2015;38;22115;3 KG;5,4;57,25;33,21;1,46
04/08/2015;22;32715;Barra 4,2 kg;5,51;56,96;31,55;1,13
21/05/2015;6;25215;500 g;5,56;57,81;30,79;1,26
29/02/2016;6;17116;Barra 3 kg;5,51;58,49;32,46;1,75
06/04/2015;22;20715;3 KG;5,37;58,9;32,15;1,03
16/04/2015;21;21715;Barra 3 kg;5,35;56,88;30,96;1,23
15/06/2016;8;27816;Barra 3 kg;5,42;57,82;32,35;1,28
12/08/2015;17;33515;500 g;5,46;59,04;32,09;0,99
11/04/2016;12;21316;3 KG;5,44;56,4;30,46;1,75
11/01/2016;10;12216;3 KG;5,38;57,7;31,62;1,82
09/02/2015;22;15115;3 KG;5,49;56,94;31,8;1,78
12/02/2015;7;15415;Barra 3 kg;5,5;57,14;31,56;1,48
02/02/2016;8;14416;Barra 4,2 kg;5,41;59,69;32,58;1,04
29/07/2015;23;32115;Barra 3 kg;5,49;58,7;32,04;0,93
02/03/2015;27;17215;Barra 3 kg;5,48;57,04;31,24;1,36
12/05/2015;17;24315;Barra 4,2 kg;5,41;56,64;30,72;1,5
03/04/2015;4;20415;Barra 4,2 kg;5,37;58,92;32,04;0,95
17/02/2016;7;15916;Barra 3 kg;5,38;57,93;31,92;1,21
02/11/2015;4;41715;3 KG;5,52;57,92;32,15;1,72
05/03/2015;9;17515;Barra 3 kg;5,37;57,02;30,32;1,3
18/03/2016;27;18916;3 KG;5,4;57,73;31,84;1,51
17/09/2015;6;37115;Barra 4,2 kg;5,37;57,66;31,77;1,38
22/06/2015;34;28415;3 KG;5,35;57,22;30,97;1,68
12/03/2015;8;18215;Barra 3 kg;5,56;57,87;31,03;1,21
13/04/2016;5;21516;Barra 3 kg;5,39;57,4;30,86;1,43
01/06/2015;5;26315;Barra 3 kg;5,46;57,06;30,99;1,9
08/03/2016;21;17916;Barra 4,2 kg;5,4;57,8;30,29;1,38
27/02/2015;18;16915;Barra 4,2 kg;5,42;57,87;31,5;1,02
09/03/2015;3;17915;Barra 3 kg;5,5;58,56;31,95;1,24
16/02/2015;38;15815;3 KG;5,5;56,96;31,14;1,46
02/01/2016;6;11316;Barra 4,2 kg;5,39;57,74;31,37;1,72
18/04/2016;24;22016;3 KG;5,56;56,23;30,42;2
25/03/2015;3;19515;500 g;5,55;58,32;30,94;0,83
02/06/2015;16;26415;500 g;5,42;58,63;31,56;0,85
05/02/2015;13;14715;Barra 3 kg;5,48;57,9;32,04;1,8
01/06/2016;7;26416;Barra 3 kg;5,51;58,48;31,99;1,78
20/11/2015;18;43515;3 KG;5,45;57,64;31,45;1,75
26/10/2015;15;41015;3 KG;5,31;57,67;32,22;1,5
29/12/2015;12;47415;Barra 3 kg;5,56;57,97;32,11;1,29
04/01/2016;27;11516;3 KG;5,47;57,78;32,28;1,6
01/02/2016;17;14316;Barra 3 kg;5,55;57,9;31,83;1,1
29/04/2015;8;23015;Barra 3 kg;5,4;58,33;31,86;1,34
16/03/2015;33;18615;Barra 3 kg;5,54;56,7;30,52;1,79
25/03/2015;26;19515;Barra 3 kg;5,56;58,54;31,98;1,02
02/11/2015;8;41715;3 KG;5,45;58,46;32,78;1,67
18/04/2016;6;22016;1 kg;5,64;57,7;31,3;1,12
02/03/2015;37;17215;Barra 3 kg;5,73;58,18;31,87;1,09
15/07/2015;10;30715;500 g;5,46;58,84;31,72;0,81
21/12/2015;1;46615;1 kg;5,59;57,6;31,54;1,58
11/08/2015;13;33415;Barra 3 kg;5,6;56,67;31,04;1,41
11/09/2015;1;36515;Barra 4,2 kg;5,37;56,93;30,7;1,37
31/03/2015;16;20115;Barra 3 kg;5,55;56,91;30,84;1,56
15/02/2016;24;15716;3 KG;5,57;58,33;31,89;1,64
19/06/2015;8;28115;Barra 4,2 kg;5,48;58,01;31,44;1,2
30/06/2015;4;29215;3 KG;5,43;58,81;32,6;1,15
22/04/2016;25;22416;Barra 4,2 kg;5,5;59,58;32,25;1,23
16/05/2016;14;24816;3 KG;5,32;58,42;32,38;1,43
14/03/2016;20;18516;Barra 3 kg;5,48;58,47;31,9;1,13
16/04/2015;14;21715;Barra 3 kg;5,5;NA;NA;NA
10/06/2015;18;27215;Barra 3 kg;5,64;57,83;32,27;1,27
14/03/2016;22;18516;Barra 3 kg;5,46;57,15;31,48;1,66
15/02/2016;1;15716;1 kg;5,35;55,55;30,2;1,88
23/02/2016;11;16516;Barra 4,2 kg;5,48;57,59;31,48;1,27
16/02/2015;33;15815;3 KG;5,33;56,12;30,19;1,37
19/04/2016;4;22116;Barra 4,2 kg;5,51;58,07;31,48;1,04
29/07/2015;3;32115;Barra 3 kg;5,56;58;31,25;1,29
09/05/2016;38;24116;Barra 3 kg;5,29;57,59;31,94;1,48
02/05/2016;35;23416;Barra 3 kg;5,39;57,24;30,94;1,89
28/03/2016;23;19916;Barra 3 kg;5,4;58,16;32,11;1,72
15/06/2016;14;27816;Barra 3 kg;5,56;57,79;32,2;1,38
13/04/2015;44;21415;3 KG;5,52;58,83;32,48;1,07
16/02/2015;17;15815;Barra 3 kg;5,52;57,41;31,9;1,24
09/03/2015;7;17915;Barra 3 kg;5,52;58,61;31,68;1,33
24/03/2015;15;19415;Barra 4,2 kg;5,5;57,1;30,68;1,37
12/03/2015;7;18215;Barra 3 kg;5,46;58,53;31,36;1,2
13/04/2015;20;21415;3 KG;5,4;57,72;31,21;1,22
19/03/2015;4;18915;Barra 3 kg;5,48;57,38;30,98;1,21
17/03/2016;24;18816;Barra 3 kg;5,39;57,81;31;1,46
21/10/2015;24;40515;Barra 3 kg;5,37;56,7;30,88;1,74
26/05/2015;22;25715;3 KG;5,42;58,09;31,7;1,45
30/03/2015;9;20015;Barra 3 kg;5,47;57,3;31,26;1,37
06/11/2015;5;42115;Barra 4,2 kg;5,49;58,89;33,08;1,36
15/07/2015;17;30715;3 KG;5,42;57,55;31,92;1,07
15/06/2016;4;27816;Barra 3 kg;5,39;58,28;32,54;1,03
14/09/2015;5;36815;3 KG;5,39;57,87;32,11;1,35
18/01/2016;3;12916;Barra 3 kg;5,51;57,95;31,2;1,14
02/06/2015;3;26415;Barra 3 kg;5,48;58,36;32,3;1,31
16/09/2015;9;37015;Barra 3 kg;5,59;58,58;32,63;0,97
07/12/2015;4;45215;500 g;5,8;57,49;30,68;1,36
11/01/2016;12;12216;1 kg;5,54;57,14;30,83;1,44
16/02/2016;26;15816;Barra 4,2 kg;5,45;57,92;31,15;1,37
29/07/2015;13;32115;Barra 3 kg;5,53;57,62;31,47;1,18
23/02/2016;8;16516;Barra 4,2 kg;5,49;56,86;31,48;1,3
