Fecha;Num_Cuba;Lote;FORMATO;PH;ES;MG;SAL
23/03/2015;11;19315;Barra 3 kg;5,58;57,86;31,44;1,27
15/06/2016;6;27816;Barra 3 kg;5,43;57,81;31,58;1,16
06/07/2015;8;29815;3 KG;5,43;58,17;31,56;1,06
01/04/2016;13;20316;Barra 4,2 kg;5,24;58,71;31,8;1,45
29/12/2015;7;47415;Barra 3 kg;5,48;59,43;32,6;1,08
20/04/2016;17;22216;Barra 3 kg;5,38;58,15;31,98;1,16
13/11/2015;1;42815;Barra 3 kg;5,24;57,11;30,64;1,66
25/03/2015;17;19515;Barra 3 kg;5,52;57,23;30,87;1,27
23/02/2015;3;16515;Barra 3 kg;5,46;57,99;31,79;1,44
08/06/2015;32;27015;3 KG;5,46;57,48;31,89;1,76
08/03/2016;39;17916;Barra 4,2 kg;5,51;58,4;31,35;1,09
28/03/2016;32;19916;3 KG;5,45;58,45;31,96;1,08
16/05/2016;43;24816;Barra 3 kg;5,36;57,49;31,63;1,58
10/09/2015;1;36415;500 g;5,66;54,78;29,5;1,34
24/09/2015;28;37815;Barra 3 kg;5,51;57,48;31,62;1,5
06/04/2015;9;20715;3 KG;5,39;57,15;30,96;1,25
02/03/2016;24;17316;Barra 3 kg;5,49;59,37;33,11;1,62
28/10/2015;26;41215;Barra 3 kg;5,41;57,34;32,03;1,53
05/02/2016;1;14716;Barra 3 kg;5,42;57,13;31,05;1,32
16/02/2016;16;15816;Barra 4,2 kg;5,28;56,43;30,62;1,39
24/06/2015;25;28615;Barra 3 kg;5,59;56,62;31,42;1,53
23/03/2015;24;19315;3 KG;5,44;58,53;31,94;1,27
17/08/2015;13;34015;3 KG;5,54;57,93;33,15;1,21
24/12/2015;3;46915;500 g;5,81;56,96;31,04;1,53
26/01/2016;15;13716;Barra 4,2 kg;5,34;57,63;31,71;1,72
07/04/2016;7;20916;Barra 3 kg;5,4;58,36;31,41;1,52
04/02/2015;14;14615;Barra 3 kg;5,55;56,86;31,42;1,5
06/04/2015;25;20715;Barra 4,2 kg;5,36;56,71;31,13;1,2
10/02/2016;33;15216;Barra 3 kg;5,44;57,38;31,02;1,67
18/05/2016;14;25016;Barra 3 kg;5,46;56,83;31,77;1,21
19/03/2015;15;18915;Barra 3 kg;5,7;56,18;30,88;1,22
23/03/2015;2;19315;Barra 3 kg;5,59;57,52;31,7;1,02
29/04/2015;6;23015;Barra 3 kg;5,5;57,95;31,78;1,33
26/10/2015;16;41015;3 KG;5,26;57,64;31,97;1,36
25/04/2016;19;22716;3 KG;5,32;57,02;30,51;1,63
22/12/2015;22;46715;Barra 3 kg;5,44;57,5;31,74;1,69
11/04/2016;16;21316;3 KG;5,39;58,3;31,48;1,43
04/05/2015;28;23515;3 KG;5,54;56,94;31,54;1,33
23/05/2016;13;25516;3 KG;5,33;57,8;31,35;1,41
29/12/2015;32;47415;Barra 3 kg;5,69;57,33;31,64;1,52
10/03/2016;8;18116;Barra 3 kg;5,76;56,3;30,55;1,82
29/04/2015;14;23015;500 g;5,57;58,61;30,86;0,79
06/05/2016;7;23816;Barra 4,2 kg;5,41;56,69;30,79;1,12
27/05/2015;21;25815;Barra 3 kg;5,59;58,64;32,7;1,13
28/10/2015;22;41215;Barra 3 kg;5,5;57,02;31,98;1,08
16/05/2016;20;24816;3 KG;5,36;57,24;30,84;1,57
29/04/2015;21;23015;500 g;5,95;57,64;30,33;1,11
12/01/2016;28;12316;Barra 4,2 kg;5,35;59,31;32,56;1,35
15/04/2016;7;21716;Barra 4,2 kg;5,21;57,63;30,1;1,15
04/03/2016;8;17516;Barra 4,2 kg;5,57;57,79;32,27;1,45
22/03/2016;8;19316;Barra 3 kg;5,46;58,31;31,66;1,27
16/02/2015;22;15815;3 KG;5,46;56,79;31,55;1,36
18/01/2016;22;12916;3 KG;5,42;58,1;31,88;1,33
27/07/2015;3;31915;3 KG;5,33;58,44;32,15;1,46
06/08/2015;21;32915;Barra 4,2 kg;5,53;58,64;32,06;0,96
06/04/2015;20;20715;3 KG;5,38;57,77;31,53;1,31
18/01/2016;1;12916;Barra 3 kg;5,42;57,29;31,03;1,22
03/08/2015;28;32615;3 KG;5,47;57,88;31,81;1,15
02/06/2015;23;26415;Barra 3 kg;5,43;57,18;31,69;1,32
22/12/2015;26;46715;Barra 3 kg;5,4;58,73;32,47;1,39
20/11/2015;20;43515;3 KG;5,52;57,11;31,04;1,5
14/03/2016;23;18516;Barra 3 kg;5,41;57,54;31,83;1,52
21/05/2015;19;25215;Barra 3 kg;5,49;58,33;32,11;1,25
12/11/2015;22;42715;Barra 3 kg;5,53;58,08;31,39;1,02
01/06/2016;28;26416;Barra 3 kg;5,43;56,97;30,37;1,56
17/03/2015;17;18715;3 KG;5,44;57,57;31,33;1,43
10/10/2015;16;39415;3 KG;5,33;57,9;31,35;1,24
31/08/2015;1;35415;1 kg;5,48;56,17;30,88;1,65
02/05/2016;5;23416;1 kg;5,77;57,55;31,23;1,43
27/05/2015;8;25815;Barra 3 kg;5,45;57,7;31,92;1,27
13/04/2015;3;21415;Barra 4,2 kg;5,51;59,04;32,21;1,04
04/04/2016;40;20616;3 KG;5,42;57,88;31,95;1,15
26/02/2016;11;16816;Barra 4,2 kg;5,49;58,68;32,4;2,04
13/05/2016;22;24516;Barra 4,2 kg;5,3;57,65;31,51;1,3
17/03/2016;11;18816;Barra 3 kg;5,33;56,77;30,4;1,97
06/06/2016;16;26916;3 KG;5,42;58,06;32,53;1,08
08/04/2016;14;21016;Barra 4,2 kg;5,26;58,61;32,19;1,5
04/12/2015;14;44915;Barra 4,2 kg;5,41;56,43;29,9;1,67
27/04/2015;6;22815;3 KG;5,63;56,7;31,45;1,02
18/02/2015;6;16015;Barra 3 kg;5,48;57,53;30,82;1,58
29/07/2015;16;32115;Barra 3 kg;5,47;57,55;31,35;1,28
25/04/2016;24;22716;3 KG;5,29;58,79;32,11;1,22
07/12/2015;15;45215;3 KG;5,33;57,04;30,33;1,88
30/09/2015;9;38415;Barra 3 kg;5,46;57,59;31,76;1,53
25/01/2016;6;13616;Barra 3 kg;5,49;57,11;31,65;1,34
30/09/2015;19;38415;Barra 3 kg;5,46;57,1;31,63;1,53
17/03/2016;34;18816;Barra 3 kg;5,47;56,91;30,54;1,42
12/08/2015;1;33515;500 g;5,59;57,82;31,6;1,33
18/11/2015;1;43315;Barra 3 kg;5,5;57,77;31,49;1,25
29/04/2016;36;23116;Barra 4,2 kg;5,36;57,22;30,72;1,14
10/09/2015;2;36415;500 g;5,62;54,55;29,21;1,28
22/03/2016;6;19316;Barra 3 kg;5,46;57,28;31,65;1,42
12/03/2015;1;18215;500 g;5,6;57,18;29,54;0,83
23/02/2015;28;16515;3 KG;5,37;57,23;31,62;1,43
15/07/2015;26;30715;Barra 3 kg;5,62;57,6;31,7;1,47
14/10/2015;32;39815;Barra 3 kg;5,51;58,34;31,99;1,22
23/03/2015;19;19315;3 KG;NA;58,72;32,38;1,32
05/06/2015;4;26715;Barra 4,2 kg;5,4;58,14;32,13;0,92
09/02/2015;7;15115;Barra 3 kg;5,53;57,85;31,49;1,52
16/02/2015;20;15815;3 KG;5,42;57,34;30,89;1,3
18/05/2016;17;25016;Barra 3 kg;5,4;57,28;32,3;1,16
26/10/2015;1;41015;1 kg;5,53;55,66;31,18;1,76
22/06/2015;36;28415;3 KG;5,46;56,56;30,59;1,53
18/03/2016;32;18916;3 KG;5,52;57,22;31,47;1,81
27/04/2015;9;22815;3 KG;5,55;58,54;32,34;1
13/06/2016;13;27616;3 KG;5,41;57,99;32,57;1,5
22/07/2015;10;31415;Barra 3 kg;5,47;58,88;32,64;1,25
10/04/2015;1;21115;Barra 4,2 kg;5,33;57,72;31,29;1,2
04/02/2015;3;14615;Barra 3 kg;5,52;57,9;31,77;1,8
10/05/2016;2;24216;Barra 4,2 kg;5,36;57,98;32,02;1,24
13/05/2016;26;24516;Barra 4,2 kg;5,4;57,63;31,53;1,39
18/05/2016;9;25016;500 g;5,58;58,94;31,77;1,12
26/12/2015;22;47115;3 KG;5,58;56,38;31,89;1,93
20/10/2015;14;40415;Barra 4,2 kg;5,46;57,78;32,27;1,27
13/06/2016;11;27616;3 KG;5,37;58,15;32,35;1,13
28/09/2015;23;38215;3 KG;5,5;56,66;31,45;1,34
15/06/2016;5;27816;Barra 3 kg;5,41;57,68;31,87;1,3
29/02/2016;3;17116;1 kg;5,39;57,77;30,96;1,87
28/08/2015;1;35115;Barra 4,2 kg;5,38;58,05;31,49;1,51
22/03/2016;7;19316;Barra 3 kg;5,45;57,44;31,2;1,71
20/08/2015;15;34315;Barra 3 kg;5,48;56,94;31,2;1,49
10/03/2016;5;18116;Barra 3 kg;5,63;58,09;31,48;1,54
15/02/2016;13;15716;3 KG;5,41;58,1;31,77;1,52
16/03/2015;21;18615;Barra 3 kg;5,55;57,1;30,68;1,27
26/12/2015;5;47115;Barra 4,2 kg;5,5;57,09;32,57;1,72
20/04/2015;6;22115;1 kg;NA;NA;NA;NA
19/05/2015;14;25015;Barra 4,2 kg;5,35;57,43;31,14;0,92
19/11/2015;21;43415;Barra 3 kg;5,5;56,84;31;1,58
16/09/2015;20;37015;Barra 3 kg;5,5;58,33;32,08;1,18
16/04/2015;7;21715;500 g;5,69;57,08;31,52;0,6
10/03/2016;20;18116;Barra 3 kg;5,48;57,52;31,29;1,52
14/09/2015;3;36815;3 KG;5,41;57,14;31,3;1,53
23/02/2015;11;16515;Barra 3 kg;5,46;58,18;32,35;1,19
25/03/2015;6;19515;Barra 3 kg;5,56;57,47;30,87;1,18
02/10/2015;6;38615;Barra 4,2 kg;5,35;57,86;31,9;1,27
22/12/2015;4;46715;Barra 3 kg;5,41;57,09;31,15;1,82
04/05/2015;31;23515;3 KG;5,53;57,66;31,61;1,19
25/03/2016;1;19616;Barra 4,2 kg;5,37;57,11;30,73;1,27
10/06/2015;17;27215;500 g;5,69;58,97;31,71;1,08
28/04/2016;27;23016;Barra 3 kg;5,38;57,15;30,81;1,77
16/05/2016;10;24816;3 KG;5,3;57,39;31,27;1,35
12/01/2016;16;12316;Barra 3 kg;5,39;58,19;32,47;1,04
01/02/2016;13;14316;Barra 3 kg;5,56;57,46;31,85;1,26
06/03/2015;17;17615;Barra 4,2 kg;5,46;57,29;30,46;1,23
26/03/2015;6;19615;1 kg;5,56;58,38;31,14;1,39
06/11/2015;4;42115;Barra 4,2 kg;5,44;58,3;32,45;1,35
20/08/2015;19;34315;Barra 3 kg;5,52;56,93;31;1,42
28/04/2015;6;22915;Barra 4,2 kg;5,37;57,02;31,17;0,98
08/06/2016;14;27116;Barra 3 kg;5,45;58,49;33,38;1,39
28/01/2016;8;13916;500 g;5,48;58,45;31,58;1,03
14/03/2016;12;18516;Barra 3 kg;5,56;56,54;30,6;1,82
16/06/2015;11;27815;Barra 4,2 kg;5,4;57,41;30,67;1,09
01/06/2015;31;26315;3 KG;5,46;56,66;30,6;1,47
25/04/2016;26;22716;3 KG;5,45;56,59;30,91;1,95
15/06/2016;31;27816;Barra 3 kg;5,52;57,25;32,04;1,46
29/07/2015;17;32115;Barra 3 kg;5,53;57,33;31,29;1,34
25/08/2015;9;34815;500 g;5,48;57,26;29,36;1,33
11/02/2016;7;15316;Barra 4,2 kg;5,44;57,94;31,8;1,54
23/02/2015;20;16515;3 KG;5,54;58,1;31,9;1,21
02/11/2015;6;41715;3 KG;5,5;57,95;32,22;2
05/02/2015;9;14715;Barra 3 kg;5,49;57,02;30,72;1,51
12/03/2015;24;18215;Barra 3 kg;5,55;57,19;31,18;1,46
15/02/2016;11;15716;3 KG;5,42;58,66;32,44;1,59
16/04/2015;13;21715;500 g;5,64;56,61;30,7;1,57
13/04/2015;26;21415;3 KG;5,45;57,72;31,71;1,3
30/05/2016;35;26216;3 KG;5,46;57,33;31,37;1,51
06/04/2015;19;20715;3 KG;5,4;58,66;31,71;0,98
27/04/2015;33;22815;1 kg;5,53;57,8;31,16;1,49
04/12/2015;13;44915;Barra 4,2 kg;5,38;55,51;28,66;1,77
22/02/2016;10;16416;3 KG;5,45;57,84;30,95;1,64
09/05/2016;36;24116;Barra 3 kg;5,32;57,4;31,85;1,89
07/01/2016;11;11816;500 g;5,57;56,47;30,28;1,41
04/05/2016;4;23616;Barra 3 kg;5,41;58,11;31,77;1,72
29/01/2016;11;14016;Barra 4,2 kg;5,48;56,24;30,12;1,56
22/06/2015;8;28415;1 kg;5,39;56,88;29,73;1,23
17/03/2016;5;18816;Barra 3 kg;5,42;57,33;30,11;1,86
20/04/2015;16;22115;1 kg;5,55;57,19;31,61;1,76
22/03/2016;17;19316;Barra 3 kg;5,42;58,38;31,69;1,44
29/05/2015;28;26015;Barra 3 kg;5,4;59,42;33,07;1,03
30/11/2015;16;44515;3 KG;5,38;57,68;31,48;1,86
08/06/2015;2;27015;Barra 3 kg;5,51;57,62;31,78;1,53
31/03/2015;2;20115;Barra 3 kg;5,62;57,24;31,54;1,19
18/03/2016;34;18916;3 KG;5,4;59,06;33,17;1,1
10/09/2015;10;36415;Barra 3 kg;5,41;58,02;32,27;1,25
23/03/2015;1;19315;Barra 3 kg;5,6;59,44;32,92;1,39
16/11/2015;31;43115;3 KG;5,5;58,48;32,47;1,38
09/11/2015;19;42415;3 KG;5,55;55,18;30,69;1,72
02/06/2015;14;26415;500 g;5,46;57,56;31,02;1,01
19/11/2015;19;43415;Barra 3 kg;5,51;58,02;32,4;1,44
02/06/2015;21;26415;Barra 3 kg;5,51;58,07;32,43;1,45
20/05/2016;24;25216;3 KG;5,3;57,79;32,37;1,31
04/05/2016;2;23616;Barra 3 kg;5,37;56,84;30,81;1,91
29/06/2015;13;29115;3 KG;5,63;57,23;31,39;1,88
06/05/2015;16;23715;3 KG;5,51;57,39;31,49;1,56
06/02/2015;16;14815;Barra 4,2 kg;5,51;56,93;30,36;1,64
29/02/2016;40;17116;3 KG;5,42;57,17;31,51;1,18
14/04/2015;6;21515;Barra 4,2 kg;5,51;58,02;32,12;1,08
12/11/2015;15;42715;Barra 3 kg;5,52;58,48;32,27;1,26
23/03/2015;18;19315;3 KG;NA;58,13;32,08;1,25
07/04/2015;28;20815;Barra 3 kg;5,51;58,19;31,24;1,35
10/09/2015;23;36415;Barra 3 kg;5,48;56,84;31,27;1,39
13/01/2016;10;12416;Barra 3 kg;5,45;58,47;33,28;1,63
08/04/2015;6;20915;500 g;5,58;56,94;30,28;0,54
20/11/2015;7;43515;Barra 4,2 kg;5,63;57,81;31,42;1,34
15/06/2015;9;27715;Barra 3 kg;5,4;58,56;32,62;1,51
26/12/2015;3;47115;Barra 4,2 kg;5,53;57,31;32,1;1,72
01/06/2016;23;26416;Barra 3 kg;5,42;57,05;30,99;1,66
20/01/2016;2;13116;Barra 3 kg;5,42;58,24;32,97;1,2
01/06/2015;2;26315;Barra 3 kg;5,58;56,42;31,09;1,9
24/02/2016;5;16616;Barra 3 kg;5,39;58,19;31,16;1,38
03/03/2015;5;17315;1 kg;5,46;59,05;31,35;1,13
10/03/2015;7;18015;Barra 4,2 kg;5,25;57,62;29,61;0,92
20/01/2016;14;13116;500 g;5,54;56,55;31,1;1,73
21/07/2015;23;31315;Barra 4,2 kg;5,59;57,72;32,04;1,25
04/02/2015;2;14615;500 g;5,47;58,32;30,99;0,61
22/05/2015;2;25315;Barra 4,2 kg;5,41;57,71;31,04;1,56
05/02/2015;17;14715;Barra 3 kg;5,54;56,86;31,42;1,43
04/04/2016;1;20616;Barra 3 kg;5,38;56,7;29,91;1,58
29/06/2015;17;29115;3 KG;5,56;57,66;31,96;1,66
18/01/2016;10;12916;Barra 3 kg;5,37;57,28;31,11;1,08
26/12/2015;15;47115;3 KG;5,55;55,97;31,19;1,66
14/10/2015;13;39815;Barra 3 kg;5,46;57,96;31,36;1,61
06/07/2015;4;29815;3 KG;5,45;58,29;31,85;1,21
20/07/2015;22;31215;3 KG;5,57;57,45;30,97;1,76
01/07/2015;1;29315;Barra 3 kg;5,55;58,2;32,14;1,61
11/05/2015;29;24215;3 KG;5,35;57,49;31,66;1,25
13/04/2015;18;21415;3 KG;5,46;57,75;31,95;1,29
25/02/2015;5;16715;Barra 3 kg;5,42;57,01;30,98;1,48
09/03/2015;14;17915;Barra 3 kg;5,56;57,69;31,27;1,1
10/10/2015;15;39415;Barra 4,2 kg;5,24;59,1;32,2;1,57
01/02/2016;3;14316;Barra 3 kg;5,5;58,08;32,52;1,87
26/10/2015;18;41015;3 KG;5,3;56,84;31,15;1,93
29/02/2016;14;17116;Barra 3 kg;5,5;57,46;30,73;1,34
29/07/2015;15;32115;Barra 3 kg;5,48;57,67;31,52;1,24
16/04/2015;10;21715;500 g;5,68;55,72;30,3;0,8
11/04/2016;18;21316;3 KG;5,41;57,1;31,27;1,94
02/10/2015;1;38615;Barra 4,2 kg;5,39;58,03;31,97;1,14
30/11/2015;4;44515;Barra 4,2 kg;5,48;57,5;30,55;1,36
04/01/2016;7;11516;Barra 3 kg;5,38;58,73;32,37;1,3
06/02/2015;24;14815;Barra 4,2 kg;5,41;57,09;31,01;1,6
14/05/2015;8;24515;Barra 3 kg;5,45;58,1;31,7;1,15
30/03/2016;10;20116;Barra 3 kg;5,57;58,4;32,01;1,63
19/11/2015;14;43415;Barra 3 kg;5,45;57,79;31,65;1,82
16/02/2015;30;15815;3 KG;5,41;57,35;31,23;1,69
17/08/2015;12;34015;3 KG;5,56;57,65;32,71;1,05
18/05/2016;10;25016;Barra 3 kg;5,41;57,81;32,47;1,3
30/09/2015;13;38415;Barra 3 kg;5,41;57,2;31,51;1,36
27/05/2015;7;25815;Barra 3 kg;5,47;57,55;31,61;1,67
10/02/2016;20;15216;Barra 3 kg;5,45;56,78;30,55;1,5
14/10/2015;6;39815;Barra 3 kg;5,56;57,1;32,23;1,6
18/04/2016;19;22016;3 KG;5,43;57,69;31,3;1,77
06/03/2015;20;17615;Barra 4,2 kg;5,45;58,38;31;1,21
06/11/2015;6;42115;Barra 4,2 kg;5,46;58,16;32,42;1,15
24/08/2015;16;34715;3 KG;5,41;57,38;31,68;1,21
04/01/2016;37;11516;3 KG;5,5;57,99;31,85;1,08
16/05/2016;16;24816;3 KG;5,4;57,46;31,48;1,58
16/02/2015;13;15815;Barra 3 kg;5,47;57,27;31,3;1,22
25/05/2016;3;25716;Barra 3 kg;5,44;57,52;31,65;1,66
15/06/2015;5;27715;1 kg;5,54;57,55;31,12;1,19
30/05/2016;31;26216;3 KG;5,49;58,63;32,38;1,08
09/02/2015;28;15115;3 KG;5,44;58;32,63;1,41
02/02/2015;3;14415;3 KG;5,5;58,28;32,92;0,93
21/10/2015;22;40515;Barra 3 kg;5,49;57,4;30,61;1,7
19/10/2015;12;40315;3 KG;5,52;58,33;32,11;1,78
20/08/2015;8;34315;Barra 3 kg;5,53;56,79;31,32;1,75
27/03/2015;19;19715;3 KG;5,4;58,72;32,26;1,08
15/06/2016;18;27816;Barra 3 kg;5,61;57,04;31,57;1,81
23/02/2015;17;16515;Barra 3 kg;5,47;58,03;31,71;1,13
24/09/2015;7;37815;Barra 3 kg;5,49;57,86;32,52;1,3
10/10/2015;14;39415;3 KG;5,34;58,6;32;1,22
10/02/2016;14;15216;3 KG;6,37;56,15;30,06;1,68
27/04/2015;7;22815;3 KG;5,49;58;31,8;1,06
30/03/2015;2;20015;Barra 3 kg;5,5;57,88;31,46;1,32
31/08/2015;2;35415;1 kg;5,59;57,37;31,57;1,78
18/01/2016;6;12916;Barra 3 kg;5,57;57,9;31,34;1,27
03/06/2016;12;26616;Barra 4,2 kg;5,24;57,66;30,49;1,16
10/03/2016;3;18116;Barra 3 kg;5,6;59,56;32,49;1,41
27/04/2015;35;22815;1 kg;5,44;58,9;31,54;1,29
13/07/2015;11;30515;3 KG;5,44;57,26;31,41;1,23
24/02/2015;4;16615;Barra 4,2 kg;5,45;57,63;30,79;0,75
02/03/2015;33;17215;Barra 3 kg;5,53;57,6;31,32;1,14
21/10/2015;17;40515;Barra 3 kg;5,57;58,37;32,68;1,65
27/05/2016;10;25916;Barra 4,2 kg;5,51;57,67;30,62;1,52
17/04/2015;23;21815;Barra 4,2 kg;NA;NA;NA;NA
18/04/2016;12;22016;3 KG;5,47;58,07;31,87;1,56
02/10/2015;2;38615;Barra 4,2 kg;5,34;57,51;32,27;1,12
22/02/2016;11;16416;3 KG;5,46;57,46;30,97;1,63
04/04/2016;38;20616;3 KG;5,28;57,57;32,19;1,26
09/03/2015;13;17915;Barra 3 kg;5,56;57,09;30,99;1,26
31/08/2015;11;35415;3 KG;5,57;56,21;31,36;1,78
21/03/2016;21;19216;Barra 3 kg;5,46;57,1;31,2;1,59
05/01/2016;2;11616;Barra 3 kg;5,48;58,32;31,57;1,05
23/03/2015;27;19315;3 KG;5,38;58,44;31,76;1,37
29/04/2015;7;23015;500 g;5,3;NA;NA;NA
16/03/2015;25;18615;Barra 3 kg;5,58;56,57;31,06;1,01
08/07/2015;13;30015;500 g;5,5;57,36;29,81;1,01
06/08/2015;19;32915;Barra 4,2 kg;5,32;57,36;31,2;1,23
28/09/2015;16;38215;3 KG;5,43;57,75;32,34;1,19
19/04/2016;6;22116;Barra 4,2 kg;5,41;58,05;31,44;1,18
18/03/2016;22;18916;3 KG;5,47;58,28;31,95;1,5
03/06/2016;7;26616;Barra 4,2 kg;5,37;58,2;31,16;1,14
18/01/2016;12;12916;Barra 3 kg;5,47;58,83;31,79;1,16
15/03/2016;16;18616;Barra 4,2 kg;5,42;58,34;31,18;1,14
20/08/2015;20;34315;Barra 3 kg;5,54;56,35;31,61;1,81
16/02/2015;36;15815;3 KG;5,45;56,49;30,84;1,3
29/05/2015;22;26015;Barra 4,2 kg;5,39;59,37;32,55;0,92
17/11/2015;6;43215;1 kg;5,92;56,05;30,62;1,83
01/07/2015;32;29315;Barra 3 kg;5,36;57,55;31,19;1,27
23/03/2015;17;19315;3 KG;5,4;58,64;32,17;1,34
30/09/2015;23;38415;Barra 3 kg;5,5;56,98;31,68;1,43
28/01/2016;34;13916;Barra 3 kg;5,45;56,82;31,63;1,17
08/06/2015;31;27015;3 KG;5,42;57,07;31,7;1,62
07/04/2015;3;20815;Barra 3 kg;5,43;58,02;31,77;1,11
23/05/2016;17;25516;3 KG;5,41;58,6;31,93;1,53
15/01/2016;10;12616;Barra 4,2 kg;5,31;58,04;31,49;1,06
20/04/2016;7;22216;Barra 3 kg;5,51;57,54;31,58;1,22
30/03/2015;7;20015;Barra 3 kg;5,51;57,98;31,49;1,12
01/06/2015;14;26315;Barra 3 kg;5,53;56,57;30,63;1,72
28/03/2016;33;19916;Barra 3 kg;5,46;58,45;32,02;1,54
09/03/2015;6;17915;1 kg;5,32;58,55;31,61;1,04
24/02/2016;17;16616;Barra 3 kg;5,35;57,98;31,92;1,37
11/06/2015;7;27315;3 KG;5,48;56,73;30,84;1,4
19/10/2015;11;40315;3 KG;5,47;58,14;32,35;1,55
16/05/2016;44;24816;Barra 3 kg;5,4;58,29;32,49;1,56
02/03/2015;12;17215;3 KG;5,41;58,11;31,61;1,37
07/09/2015;11;36115;3 KG;5,5;57,37;32,16;1,27
27/05/2016;4;25916;Barra 4,2 kg;5,46;58,8;31,77;1,42
27/05/2015;18;25815;Barra 3 kg;5,54;57,55;31,91;0,99
17/03/2015;18;18715;3 KG;5,5;57,36;30,31;1,77
25/05/2015;16;25615;3 KG;5,58;58,43;31,81;1,32
04/02/2015;4;14615;500 g;5,44;58,93;30,78;1,52
10/06/2015;22;27215;Barra 3 kg;5,5;57,42;31,53;1,46
06/11/2015;7;42115;Barra 4,2 kg;5,44;58,39;32,78;1,1
23/03/2015;34;19315;3 KG;5,42;57,75;31,1;1,25
01/02/2016;15;14316;Barra 3 kg;5,55;57,53;31,87;1,55
10/02/2016;35;15216;Barra 3 kg;5,46;57,15;31,06;1,49
09/02/2015;21;15115;3 KG;5,45;56,66;31,6;1,56
15/06/2015;3;27715;Barra 3 kg;5,44;57,37;31,84;1,04
10/09/2015;19;36415;Barra 3 kg;5,38;57,26;31,43;1,36
28/09/2015;29;38215;3 KG;5,49;57,84;32,57;1
01/06/2015;12;26315;Barra 3 kg;5,55;58,01;31,66;1,21
19/11/2015;6;43415;Barra 3 kg;5,53;58,04;31,61;1,32
19/05/2015;9;25015;Barra 4,2 kg;5,37;56,55;30,33;1,12
05/05/2015;11;23615;Barra 4,2 kg;5,43;57,37;30,79;1,07
02/03/2016;13;17316;Barra 3 kg;5,37;56,24;30,76;1,75
23/05/2016;26;25516;3 KG;5,34;57,18;30,5;1,56
09/02/2015;20;15115;3 KG;5,44;56,79;31,5;1,82
07/05/2015;6;23815;Barra 3 kg;5,46;57,24;31,07;1,16
16/03/2015;38;18615;Barra 3 kg;5,53;57,89;30,99;1,25
29/04/2015;12;23015;500 g;5,3;NA;NA;NA
14/09/2015;4;36815;1 kg;5,62;56,53;30,59;1,34
16/09/2015;11;37015;Barra 3 kg;5,44;56,26;30,6;1,38
06/07/2015;3;29815;3 KG;5,35;58,22;31,88;1,1
12/03/2015;12;18215;Barra 3 kg;5,69;56,9;30,43;1,2
25/01/2016;33;13616;3 KG;5,43;57,15;31,16;1,46
08/06/2016;8;27116;Barra 3 kg;5,31;58,02;32,79;1,09
21/10/2015;13;40515;Barra 3 kg;5,47;57,69;32,23;1,8
01/06/2015;1;26315;Barra 3 kg;5,55;57,46;31,95;1,74
14/12/2015;18;45915;3 KG;5,43;57,23;31,41;1,65
25/01/2016;31;13616;3 KG;5,46;57,62;31,42;1,15
10/06/2015;15;27215;500 g;5,74;58,51;31,73;0,97
16/02/2016;24;15816;Barra 4,2 kg;5,72;56,29;30,11;1,57
18/11/2015;23;43315;Barra 3 kg;5,48;56,56;30,87;1,56
06/07/2015;12;29815;3 KG;5,49;57,05;31,83;1,37
24/06/2015;15;28615;Barra 3 kg;5,38;57,89;31,62;1,2
02/03/2016;3;17316;Barra 3 kg;5,54;58,24;31,57;1,71
08/12/2015;4;45315;Barra 3 kg;5,68;57,36;31,14;1,83
28/01/2016;36;13916;Barra 3 kg;5,57;56,68;31,17;1,16
04/05/2015;37;23515;3 KG;5,49;57,11;31,44;1,23
12/03/2015;33;18215;Barra 3 kg;5,53;57,37;30,76;1,21
18/01/2016;30;12916;3 KG;5,31;57,34;30,49;1,54
30/10/2015;14;41415;Barra 4,2 kg;5,47;56,5;30,71;1,68
17/04/2015;26;21815;Barra 4,2 kg;5,42;58,09;31,47;1,34
03/08/2015;32;32615;3 KG;5,41;56,88;31,41;1,54
28/04/2016;8;23016;Barra 3 kg;5,47;57,22;31,58;1,9
05/11/2015;16;42015;Barra 3 kg;5,52;56,36;30,9;1,82
26/12/2015;25;47115;3 KG;5,56;55,53;30,82;1,86
23/05/2016;23;25516;3 KG;5,34;57,56;31,4;1,54
21/05/2015;15;25215;Barra 3 kg;5,5;57,28;30,83;1,29
27/05/2016;12;25916;Barra 4,2 kg;5,45;58,43;31,69;1,3
26/10/2015;12;41015;3 KG;5,28;58,22;32,47;1,18
28/03/2016;31;19916;Barra 3 kg;5,4;57,53;31,21;1,65
15/03/2016;18;18616;Barra 4,2 kg;5,45;56,61;30;1,19
16/05/2016;26;24816;Barra 3 kg;5,47;56,77;30,96;1,76
14/03/2016;26;18516;1 kg;5,58;56,32;30,9;1,63
09/05/2016;13;24116;3 KG;5,38;57,75;31,45;1,34
27/07/2015;1;31915;3 KG;5,37;57;31,68;1,69
02/05/2016;40;23416;Barra 3 kg;5,39;58,12;31,5;1,21
20/08/2015;12;34315;Barra 3 kg;5,49;57,12;31,23;1,87
24/04/2015;14;22515;Barra 4,2 kg;5,42;57,74;30,94;1,2
10/03/2016;22;18116;Barra 3 kg;5,57;57,06;30,37;1,48
23/02/2015;12;16515;Barra 3 kg;5,51;58,12;31,64;1,14
